:START_ID,:END_ID,:TYPE
FISAC,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B部门进行SH KVstore引擎异常测试-进行中,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
LDAP设置已完成Splunk LDAP验证设置,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
LDAP,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B人員,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
C客戶,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
2026/01/05 13:30 至 2026/01/05 17:30,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FWD02磁碟,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
本周工作項目,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FCB147的keep_logs,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
audit.log持續累積,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
messages-20251214檔案,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
釋放空間,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
/etc/cron.d/logrotate-syslog,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
每2小時檢查一次,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
處理工程師為 B人員 進行時間為 2026/01/05 13:30 至 2026/01/05 17:30,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
狀態描述 (Description): Splunk駐點服務202601第一周(2026/1/5),093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
處置動作 (Action): 本周工作項目如下,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
目前分析為以下三個原因導致 estreamer 資料暴增 audit.log 持續累積（FCB147 的 keep_logs 設定導致永不刪除） /var/log/messages-20251214 單一檔案達 148GB,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
目前處理方式 estreamer 處理 移除 rsyslog 轉送設定（減少資料流入）,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
調整 clean.sh 資料留存區間（定期清理舊資料，原為留存12小時，現改為6小時）,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
audit.log 處理 手動刪除 audit 資料（釋放空間） 目前還沒有設定排程刪除，持續觀察中,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
messages 暴增處理 刪除 148GB 的 messages-20251214 檔案（立即釋放空間）,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
設定 logrotate 排程監控： 每 2 小時檢查一次（/etc/cron.d/logrotate-syslog） 超過 1G自動 rotate 保留 30 個檔案 自動壓縮,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
待辦事項: Cybereyes API 介接 (進行中),093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
處理工程師為 B人員 进行时间,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
处理工程师,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
B人员,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
本周工作项目如下: 1.FWD02磁碟用量异常处理,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FWD02磁盘,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
目前分析为以下三个原因导致 estreamer 资料暴增 audit.log 持续累积（FCB147 的 keep_logs 设置导致永不删除） /var/log/messages-20251214 单一文件达 148GB,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
estreamer,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
audit.log,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
/var/log/messages-20251214,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
目前处理方式 estreamer 虚处 理 移除 rsyslog 转送设定（减少资料流入）,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
调整 clean.sh 数据留存区间（定期清理旧资料，原为留存12小时，现改为了6小时）,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
clean.sh,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
audit.log处理 手动删除 audit 资料（释放空间）目前还没有设定排程删除持续观察中 messages 暴增处理 删除 148GB 的 messages-20251214 文件（立即释放空间）,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
设定 logrotate 排程监控：每2小时检查一次（/etc/cron.d/logrotate-syslog）超过 1G自动 rotate 保留30个文件 自动压缩,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
logrotate,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
待办事项: Cybereyes API 介接 (进行中),093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
Cybereyes API,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
2025/12/30 13:30 至 2025/12/30 17:30,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
Splunk駐點服務,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
202512第五周(2025/12/30),5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
狀態描述,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
Action,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
本周工作項目如下: 1.更新GeoDB 2.<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report> 單獨發送m365傳輸紀錄 3.FWD02 CPU及磁碟用量異常,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
FWD02,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%，其中estreamer資料占用約109G,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
FCB腳本,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
12/9執行,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
加入了大量稽核規則，且會將稽核日誌轉發到 /var/log/secure，導致estreamer資料量增加,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
日誌轉發設定,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
關閉,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
estreamer 資料清理排程,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
僅留存6小時資料 (原為12小時),5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
待辦事項,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
SSH Server 漏洞修補,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
處理工程師為 B人員 進行時間為 2025/12/30 13:30 至 2025/12/30 17:30。,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
狀態描述 (Description): Splunk駐點服務202512第五周(2025/12/30),5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
Splunk駐點服務202512第五周(2025/12/30),5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
本周工作項目如下: 1.更新GeoDB,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
2.<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report> 單獨發送m365傳輸紀錄,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report> 單獨發送m365傳輸紀錄,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
3.FWD02 CPU及磁碟用量異常,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
同時磁碟用量也達到90%，其中estreamer資料占用約109G,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
目前已關閉日誌轉發設定，並將estreamer 資料清理排程調整為僅留存6小時資料 (原為12小時)，減少占用磁碟空間,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
今日發現自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%，其中estreamer資料占用約109G,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
待辦事項: 1. SSH Server 漏洞修補,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
FWD02 CPU及磁碟用量異常,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
處理工程師為 B人員 进行时间维护,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
Splunk 驻点服务在2025年12月30日进行维护,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
Splunk驻点服务,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
本周工作项目包括更新GeoDB并调整HTTPS大量传输告警,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
GeoDB,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
HTTPS大量传输告警,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
发现FWD02的CPU用量明显上升，磁碟用量达到90%,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
关闭日志转发设置，并调整estreamer资料清理排程,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
日志转发设置,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
estreamer资料,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
待办事项包括SSH Server漏洞修补,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
SSH Server,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
2025/12/23 13:30 至 2025/12/23 17:30,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
Splunk駐點服務202512第四周(2025/12/23),bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
維護紀錄,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
Splunk系統,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
GitLab漏洞,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
版本18.5.2,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
版本18.5.4,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
2026年國定假日,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
Cybereyes介接套件,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
處理工程師為 B人員 進行時間為 2025/12/23 13:30 至 2025/12/23 17:30,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
狀態描述 (Description): Splunk駐點服務202512第四周(2025/12/23),bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
處置動作 (Action): 本周工作項目如下:,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
處理工程師為B人員進行維護,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
更新GeoDB,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
GitLab漏洞修補,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
2026年國定假日列表更新,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
Cybereyes介接套件建置,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
SSH Server漏洞修補,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
2026/01/02 17:33 至 2026/01/02 17:35,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
處理時間,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
Splunk SIEM(12)月維護.DM20240200+DN20240393,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
狀態,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
150 GB,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
授權用量,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
處理工程師為 B人員 進行時間為 2026/01/02 17:33 至 2026/01/02 17:35。,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
自12/9左右開始CPU及磁碟用量明顯上升且已持續兩周，推測為FCB設定導致,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
伺服器效能 : 異常 - 自12/9左右開始CPU及磁碟用量明顯上升且已持續兩周，推測為FCB設定導致，目前已將設定還原，並持續觀察,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
系統優化建議 :無,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
目前版本並未有重大弱點，也未受相關BUG,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
版本更新 : 暫不更新 - 當前版本: 9.3.8 / 2025.11.14 - 最新版本: 10.0.2 / 2025.11.14,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
Splunk SIEM进行月度维护,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
Splunk SIEM,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
服务器性能异常，CPU及磁盘使用量上升,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
服务器,8aa4c4d2dbee23e988d2dda46c4c08fe0f58ab3ac80d02a14244ac1658070e0e,Source
D客戶,e005d3c485be874d0c1a48ae20d4e83444ab7755e6990c6ab14e76e3ca17adb3,Source
2025/12/19 13:30 至 2025/12/19 16:00,e005d3c485be874d0c1a48ae20d4e83444ab7755e6990c6ab14e76e3ca17adb3,Source
處理工程師為 B人員 進行時間為 2025/12/19 13:30 至 2025/12/19 16:00,e005d3c485be874d0c1a48ae20d4e83444ab7755e6990c6ab14e76e3ca17adb3,Source
狀態描述 (Description): Splunk 202510-12季維護,e005d3c485be874d0c1a48ae20d4e83444ab7755e6990c6ab14e76e3ca17adb3,Source
處置動作 (Action): 本季維護報表重點如下：,e005d3c485be874d0c1a48ae20d4e83444ab7755e6990c6ab14e76e3ca17adb3,Source
D客戶的維護紀錄被記錄,e005d3c485be874d0c1a48ae20d4e83444ab7755e6990c6ab14e76e3ca17adb3,Source
處理工程師B人員在2025/12/19 13:30至2025/12/19 16:00進行維護工作,e005d3c485be874d0c1a48ae20d4e83444ab7755e6990c6ab14e76e3ca17adb3,Source
2025/11/26 13:30 至 2025/11/26 14:30,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
pice_logs,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
狀況,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
pice_logs有缺少檔案的狀況 因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
讓splunk監控所有檔案即使內容相似,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
設定,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
新增設定後已完整收容所有檔案之資料,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
處理工程師為 B人員 進行時間為 2025/11/26 13:30 至 2025/11/26 14:30,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
狀態描述 (Description): pice_logs 缺漏處理,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
先前提到pice_logs有缺少檔案的狀況,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
今日已添加設定，讓splunk監控所有檔案即使內容相似,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
B人員進行維護工作,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
查出pice_logs缺少檔案的原因,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
修改splunk設定以監控相似log,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
splunk,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
確認所有檔案已被完整收容,c275dede5e7db130818e685b73b92462f9e6f5222ad11450fa881c5e5ee6941a,Source
