:START_ID,:END_ID,relation,concepts,synsets,:TYPE
已完成splunk LDAP驗證設定,B部門 3.LDAP設定 已完成splunk LDAP驗證設定,as a result,[],[],Relation
A部門進行了Maintainer帳號權限確認。,A人員,is participated by,[],[],Relation
A部門進行了Maintainer帳號權限確認。,C人員,is participated by,[],[],Relation
A部門進行了PA報表寄送異常檢查並請IT部門確認exchange是否有收到splunk報告。,A同事,is participated by,[],[],Relation
A部門進行了PA報表寄送異常檢查並請IT部門確認exchange是否有收到splunk報告。,IT部門,is participated by,[],[],Relation
B部門正在測試SH KVstore引擎異常狀況。,B同事,is participated by,[],[],Relation
B人員,FWD02磁碟用量異常,處理,[],[],Relation
C客戶,Splunk,使用,[],[],Relation
estreamer,資料,暴增,[],[],Relation
FCB147,keep_logs 設定,導致,[],[],Relation
audit.log,資料,累積,[],[],Relation
/var/log/messages-20251214,148GB,達到,[],[],Relation
處理工程師為 B人員.,狀態描述.,before,[],[],Relation
狀態描述.,狀態描述.,after,[],[],Relation
狀態描述.,本周工作項目如下: 1.FWD02磁碟用量異常處理.,after,[],[],Relation
This is a maintenance record of the client C.,C,is participated by,[],[],Relation
The engineer B handled it from 2026/01/05 13:30 to 2026/01/05 17:30,B,is participated by,[],[],Relation
It was found that the disk usage of FWD02 reached over 90%.,FWD02,is participated by,[],[],Relation
"The cause of this is estreamer data increase, continuous accumulation of audit.log (FCB147's keep_logs setting causing no deletion) and /var/log/messages-20251214 file.",estreamer,is participated by,[],[],Relation
"The cause of this is estreamer data increase, continuous accumulation of audit.log (FCB147's keep_logs setting causing no deletion) and /var/log/messages-20251214 file.",audit.log,is participated by,[],[],Relation
"The cause of this is estreamer data increase, continuous accumulation of audit.log (FCB147's keep_logs setting causing no deletion) and /var/log/messages-20251214 file.",FCB147,is participated by,[],[],Relation
"The current processing method involves estreamer handling, removing rsyslog forwarding settings (reducing data inflow), and adjusting clean.sh data retention interval.",estreamer,is participated by,[],[],Relation
"The current processing method involves estreamer handling, removing rsyslog forwarding settings (reducing data inflow), and adjusting clean.sh data retention interval.",rsyslog,is participated by,[],[],Relation
"The current processing method involves estreamer handling, removing rsyslog forwarding settings (reducing data inflow), and adjusting clean.sh data retention interval.",clean.sh,is participated by,[],[],Relation
Audit.log is processed via manual deletion of audit data (releasing space).,audit.log,is participated by,[],[],Relation
The messages file has been deleted and logrotate schedule monitoring has been set up.,messages,is participated by,[],[],Relation
The messages file has been deleted and logrotate schedule monitoring has been set up.,/etc/cron.d/logrotate-syslog,is participated by,[],[],Relation
The to-do item is Cybereyes API interface (in progress).,Cybereyes API,is participated by,[],[],Relation
C客戶,B人員,isMaintainedBy,[],[],Relation
B人員,Splunk駐點服務,maintains,[],[],Relation
GeoDB,B人員,isUpdatedBy,[],[],Relation
HTTPS大量傳輸告警,B人員,isAdjustedBy,[],[],Relation
m365網址,HTTPS大量傳輸告警,isExcludedFrom,[],[],Relation
每日HTTP資料傳輸統計報表(m365),B人員,isCreatedBy,[],[],Relation
FWD02,CPU及磁碟用量,hasIssuesWith,[],[],Relation
FCB腳本,estreamer資料量,/var/log/secure to estreamer 資料 轉發,[],[],Relation
日誌轉發設定,B人員,isClosedBy,[],[],Relation
處理工程師為 B人員進行時間為 2025/12/30 13:30 至 2025/12/30 17:30,狀態描述 Splunk駐點服務202512第五周(2025/12/30) 處置動作 本周工作項目如下,before,[],[],Relation
狀態描述 Splunk駐點服務202512第五周(2025/12/30) 處置動作 本周工作項目如下,處理工程師為 B人員進行時間為 2025/12/30 13:30 至 2025/12/30 17:30,at the same time,[],[],Relation
狀態描述 Splunk駐點服務202512第五週(2025/12/30) 處置動作 本周工作項目如下,狀態描述 (Description): Splunk駐點服務202512第五周(2025/12/30),after,[],[],Relation
本周工作項目如下: 更新GeoDB,處理工程師為 B人員進行時間為 2025/12/30 13:30 至 2025/12/30 17:30,at the same time,[],[],Relation
<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report>,處理工程師為 B人員進行時間為 2025/12/30 13:30 至 2025/12/30 17:30,at the same time,[],[],Relation
FWD02 CPU及磁碟用量異常,<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report>,at the same time,[],[],Relation
FWD02 CPU及磁碟用量異常 今日發現自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%,推測原因為12/9執行FCB腳本時加入了大量稽核規則，且會將稽核日誌轉發到 /var/log/secure,because,[],[],Relation
推測原因為12/9執行FCB腳本時加入了大量稽核規則，且會將稽核日誌轉發到 /var/log/secure,FWD02 CPU及磁碟用量異常 今日發現自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%,because,[],[],Relation
目前已關閉日誌轉發設定，並將estreamer 資料清理排程調整為僅留存6小時資料 (原為12小時),FWD02 CPU及磁碟用量異常 今日發現自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%,as a result,[],[],Relation
待辦事項: 1. SSH Server 漏洞修補,FWD02 CPU及磁碟用量異常,after,[],[],Relation
C客戶 has a maintenance record.,C客戶,is participated by,[],[],Relation
B人員 is the processing engineer.,B人員,is participated by,[],[],Relation
B人員 is the processing engineer.,處理工程師,is participated by,[],[],Relation
Splunk駐點服務202512第五周(2025/12/30) is the status description.,Splunk駐點服務202512,is participated by,[],[],Relation
Splunk駐點服務202512第五周(2025/12/30) is the status description.,第五周,is participated by,[],[],Relation
"The work items for this week include updating GeoDB, adjusting <HTTPS大量傳輸告警>, and FWD02 CPU and disk usage anomalies.",GeoDB,is participated by,[],[],Relation
"The work items for this week include updating GeoDB, adjusting <HTTPS大量傳輸告警>, and FWD02 CPU and disk usage anomalies.",<HTTPS大量傳輸告警>,is participated by,[],[],Relation
"The work items for this week include updating GeoDB, adjusting <HTTPS大量傳輸告警>, and FWD02 CPU and disk usage anomalies.",FWD02,is participated by,[],[],Relation
The report <每日HTTP資料傳輸統計報表(m365): daily report> is created and the m365 transmission record is sent separately.,<每日HTTP資料傳輸統計報表(m365)>,is participated by,[],[],Relation
FWD02's CPU usage has been increasing since 12/9.,FWD02,is participated by,[],[],Relation
FWD02's CPU usage has been increasing since 12/9.,CPU,is participated by,[],[],Relation
"The disk usage of FWD02 reached 90%, with estreamer data occupying approximately 109G.",FWD02,is participated by,[],[],Relation
"The disk usage of FWD02 reached 90%, with estreamer data occupying approximately 109G.",磁碟,is participated by,[],[],Relation
"The disk usage of FWD02 reached 90%, with estreamer data occupying approximately 109G.",estreamer,is participated by,[],[],Relation
estreamer's data retention schedule has been adjusted to retain data for only 6 hours.,estreamer,is participated by,[],[],Relation
There is a pending task of patching SSH Server vulnerabilities.,SSH Server,is participated by,[],[],Relation
C客戶,B人員,is maintained by,[],[],Relation
B人員,Splunk駐點服務202512第四周(2025/12/23),handles maintenance for,[],[],Relation
CVE-2024-9183,版本18.5.2,impacts,[],[],Relation
CVE-2025-12571,版本18.5.2,impacts,[],[],Relation
B人員,GeoDB,updates,[],[],Relation
B人員,GitLab,patches vulnerabilities in,[],[],Relation
B人員,版本18.5.4,upgrades to,[],[],Relation
B人員,2026年國定假日列表,Updates,[],[],Relation
B人員,Cybereyes介接套件,is working on building,[],[],Relation
The maintenance record is about C client.,The engineer handled B staff.,Before,[],[],Relation
The handling time for the staff member is from 2025/12/23 13:30 to 2025/12/23 17:30.,The Splunk on-site service was for the fourth week of December 2025.,At the same time,[],[],Relation
The original version 18.5.2 was affected by vulnerabilities CVE-2024-9183 and CVE-2025-12571.,The version was upgraded to 18.5.4.,Because,[],[],Relation
"The work items for the week include updating GeoDB, patching GitLab vulnerabilities, updating the 2026 national holiday list, and building the Cybereyes interface package (in progress).",There are pending tasks to patch SSH Server vulnerabilities.,After,[],[],Relation
The maintenance record of C客戶 is being handled.,C客戶,is participated by,[],[],Relation
B人員 processed the maintenance as an engineer from 2025/12/23 13:30 to 2025/12/23 17:30.,B人員,is participated by,[],[],Relation
Splunk駐點服務202512第四周(2025/12/23) was described.,Splunk駐點服務,is participated by,[],[],Relation
GeoDB was updated as part of this week's work items.,GeoDB,is participated by,[],[],Relation
"GitLab vulnerability fixes were applied because the original version 18.5.2 was affected by vulnerabilities CVE-2024-9183 and CVE-2025-12571, so it has been upgraded to version 18.5.4.",GitLab,is participated by,[],[],Relation
"GitLab vulnerability fixes were applied because the original version 18.5.2 was affected by vulnerabilities CVE-2024-9183 and CVE-2025-12571, so it has been upgraded to version 18.5.4.",CVE-2024-9183,is participated by,[],[],Relation
"GitLab vulnerability fixes were applied because the original version 18.5.2 was affected by vulnerabilities CVE-2024-9183 and CVE-2025-12571, so it has been upgraded to version 18.5.4.",CVE-2025-12571,is participated by,[],[],Relation
Cybereyes interface package is being set up.,Cybereyes,is participated by,[],[],Relation
SSH Server vulnerability fixes are pending tasks.,SSH Server,is participated by,[],[],Relation
維護紀錄,C客戶,屬於,[],[],Relation
B人員,Splunk SIEM,處理,[],[],Relation
B人員,授權用量檢查,進行,[],[],Relation
B人員,伺服器效能檢查,進行,[],[],Relation
B人員,系統優化建議,提供,[],[],Relation
This is a maintenance record for C customer.,B staff was processed by the handling engineer on 2026/01/02 from 17:33 to 17:35.,before,[],[],Relation
The handling engineer processed B staff for maintenance.,C customer has a Splunk SIEM monthly maintenance task on December.,because,[],[],Relation
Authorized capacity is normal and averages 139.07 GB.,CPU and disk usage have been abnormally high since around December 9.,at the same time,[],[],Relation
CPU and disk usage have been abnormally high since around December 9.,FCB settings are suspected to cause the issue.,because,[],[],Relation
CPU and disk usage have been abnormally high since around December 9.,The system has already restored the FCB settings.,at the same time,[],[],Relation
The engineer did not recommend any system optimization actions.,The engineer decided not to update the version.,after,[],[],Relation
The engineer decided not to update the version.,The current version has no major vulnerabilities or relevant bugs.,because,[],[],Relation
The maintenance record of C客戶 was documented.,C客戶,is participated by,[],[],Relation
The maintenance record of C客戶 was documented.,maintenance record,is participated by,[],[],Relation
"B人員, a processing engineer, handled the case from 2026/01/02 17:33 to 2026/01/02 17:35.",B人員,is participated by,[],[],Relation
"B人員, a processing engineer, handled the case from 2026/01/02 17:33 to 2026/01/02 17:35.",processing engineer,is participated by,[],[],Relation
The Splunk SIEM (12) underwent maintenance.,Splunk SIEM,is participated by,[],[],Relation
An authorization usage of 139.07 GB out of 150 GB was recorded.,authorization usage,is participated by,[],[],Relation
"The server performance was reported as abnormal due to increased CPU and disk usage since around 12/9, which has persisted for two weeks.",server,is participated by,[],[],Relation
"The server performance was reported as abnormal due to increased CPU and disk usage since around 12/9, which has persisted for two weeks.",CPU,is participated by,[],[],Relation
"The server performance was reported as abnormal due to increased CPU and disk usage since around 12/9, which has persisted for two weeks.",disk,is participated by,[],[],Relation
FCB settings were suspected to be the cause of the issue and have been restored to original settings.,FCB settings,is participated by,[],[],Relation
"The current version 9.3.8 / 2025.11.14 was noted, with the latest version being 10.0.2 / 2025.11.14, and it was recommended not to update due to lack of major vulnerabilities or relevant bugs.",version,is participated by,[],[],Relation
"The current version 9.3.8 / 2025.11.14 was noted, with the latest version being 10.0.2 / 2025.11.14, and it was recommended not to update due to lack of major vulnerabilities or relevant bugs.",major vulnerabilities,is participated by,[],[],Relation
"The current version 9.3.8 / 2025.11.14 was noted, with the latest version being 10.0.2 / 2025.11.14, and it was recommended not to update due to lack of major vulnerabilities or relevant bugs.",relevant bugs,is participated by,[],[],Relation
D客戶,維護紀錄,is about,[],[],Relation
處理工程師,B人員,is,[],[],Relation
處理時間,2025/12/19 13:30,is from,[],[],Relation
處理時間,16:00,is to,[],[],Relation
狀態描述,Splunk 202510-12季維護,includes,[],[],Relation
處置動作,本季維護報表重點,includes,[],[],Relation
授權用量,131 GB,is normal with a value of,[],[],Relation
平均授權用量,117.92 GB,is,[],[],Relation
伺服器效能,正常,is normal with a value of,[],[],Relation
系統優化建議,無,includes,[],[],Relation
版本更新,9.3.8,is not updated from,[],[],Relation
版本更新,10.0.2/ 2025.11.14,is not updated to,[],[],Relation
問題追蹤,無,includes,[],[],Relation
處理工程師為 B人員,狀態描述 (Description): Splunk 202510-12季維護,before,[],[],Relation
狀態描述 (Description): Splunk 202510-12季維護,處理工程師為 B人員,after,[],[],Relation
處理工程師為 B人員,狀態描述 (Description): Splunk 202510-12季維護 處置動作 (Action),at the same time,[],[],Relation
狀態描述 (Description): Splunk 202510-12季維護,處理工程師為 B人員,at the same time,[],[],Relation
當前Splunk版本：9.3.8 / 2025.11.14,目前版本無重大弱點，也未受相關BUG,because,[],[],Relation
D客戶 is maintained.,D客戶,is participated by,[],[],Relation
B人員 processes the maintenance record.,B人員,is participated by,[],[],Relation
The maintenance has a status description of Splunk 202510-12 season maintenance.,Splunk,is participated by,[],[],Relation
"The maintenance report highlights are as follows: Normal authorized usage with an average authorized volume of 131 GB and 117.92 GB respectively, normal server performance, no system optimization suggestions, no version update because the current Splunk version is without major vulnerabilities or relevant bugs.",Splunk,is participated by,[],[],Relation
"The maintenance report highlights are as follows: Normal authorized usage with an average authorized volume of 131 GB and 117.92 GB respectively, normal server performance, no system optimization suggestions, no version update because the current Splunk version is without major vulnerabilities or relevant bugs.",B人員,is participated by,[],[],Relation
D客戶,維護紀錄,has,[],[],Relation
B人員,處理工程師,is,[],[],Relation
維護紀錄,2025/11/26 13:30 至 2025/11/26 14:30,covers,[],[],Relation
pice_logs,缺少檔案的狀況,has,[],[],Relation
splunk,相同的log,automatically judges,[],[],Relation
設定,新增設定,enables,[],[],Relation
處理工程師為 B人員.,狀態描述 (Description): pice_logs 缺漏處理.,before,[],[],Relation
狀態描述 (Description): pice_logs 缺漏處理.,先前提到pice_logs有缺少檔案的狀況.,because,[],[],Relation
先前提到pice_logs有缺少檔案的狀況.,經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容.,before,[],[],Relation
先前提到pice_logs有缺少檔案的狀況.,經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容.,because,[],[],Relation
處理工程師為 B人員.,狀態描述 (Description): pice_logs 缺漏處理.,after,[],[],Relation
今日已添加設定，讓splunk監控所有檔案即使內容相似.,經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容.,after,[],[],Relation
新增設定後已完整收容所有檔案之資料.,今日已添加設定，讓splunk監控所有檔案即使內容相似.,as a result,[],[],Relation
There is a maintenance record for D客戶.,D客戶,is participated by,[],[],Relation
B人員 processed the maintenance.,B人員,is participated by,[],[],Relation
The status description is pice_logs missing handling process.,pice_logs,is participated by,[],[],Relation
The action taken was to address the missing files in pice_logs due to similar logs being automatically identified as the same by splunk.,pice_logs,is participated by,[],[],Relation
The action taken was to address the missing files in pice_logs due to similar logs being automatically identified as the same by splunk.,splunk,is participated by,[],[],Relation
A new setting was added so that splunk monitors all files regardless of their similarity.,splunk,is participated by,[],[],Relation
C客戶,維護紀錄,having maintenance records about,[],[],Relation
處理工程師,C人員,assisted,[],[],Relation
處理工程師,B人員,assisted,[],[],Relation
時間,2025/03/14 09:00,is recorded from,[],[],Relation
時間,2025/03/14 14:00,is recorded to,[],[],Relation
狀態描述,Splunk SH 異常hanging,describes,[],[],Relation
處理工程師,Splunk SH 異常hanging,performed actions on,[],[],Relation
CPU,記憶體,experienced sudden increase,[],[],Relation
"處理工程師為 C人員,B人員 進行時間為 2025/03/14 09:00 至 2025/03/14 14:00。",狀態描述 (Description): Splunk SH 異常hanging 處置動作 (Action): 今日早上接到您緊急報修，隨即到場進行調查，以下說明：,at the same time,[],[],Relation
從這周開始凌晨1:00時CPU和記憶體都有突然爆增現象,今日調查並未發現root cause。,before,[],[],Relation
今日甚至導致服務異常,從這周開始凌晨1:00時CPU和記憶體都有突然爆增現象,because,[],[],Relation
重啟splunk後目前服務已恢復正常,今日調查並未發現root cause。,as a result,[],[],Relation
新增Splunk參數避免搜尋不會因為記憶體不足時就hanging,重啟splunk後目前服務已恢復正常,at the same time,[],[],Relation
刪除上周末駐點時於SH新增的splunk microsoft套件,重啟splunk後目前服務已恢復正常,at the same time,[],[],Relation
提供原廠diag並開立CASE請求協助,刪除上周末駐點時於SH新增的splunk microsoft套件,at the same time,[],[],Relation
預計下周一會再次到場確認目前狀況並持續追蹤原廠協助。,提供原廠diag並開立CASE請求協助,after,[],[],Relation
C客戶進行了一筆維護紀錄,C客戶,is participated by,[],[],Relation
"處理工程師為 C人員,B人員 進行時間為 2025/03/14 09:00 至 2025/03/14 14:00",C人員,is participated by,[],[],Relation
"處理工程師為 C人員,B人員 進行時間為 2025/03/14 09:00 至 2025/03/14 14:00",B人員,is participated by,[],[],Relation
今日早上接到您緊急報修，隨即到場進行調查,您,is participated by,[],[],Relation
今日早上接到您緊急報修，隨即到場進行調查,處理工程師,is participated by,[],[],Relation
重啟splunk後目前服務已恢復正常,splunk,is participated by,[],[],Relation
刪除上周末駐點時於SH新增的splunk microsoft套件,microsoft,is participated by,[],[],Relation
預計下周一會再次到場確認目前狀況並持續追蹤原廠協助,處理工程師,is participated by,[],[],Relation
A客戶,維護紀錄,has,[],[],Relation
C人員,處理工程師,is,[],[],Relation
C人員,升級,conducts,[],[],Relation
Splunk 版本,9.3.1 -> 9.3.3,upgraded,[],[],Relation
C人員,UAT,handles,[],[],Relation
C人員,Production,handles,[],[],Relation
C人員,PIMS,handles,[],[],Relation
FIPS mode,0,set,[],[],Relation
dbconenct異常問題,PIMS search head,encountered by,[],[],Relation
針對UAT / Production / PIMS 共8台進行調整，調整內容如下:,後續將進行確認,before,[],[],Relation
There is a maintenance record about customer A.,A客戶,is participated by,[],[],Relation
Engineer C handled the maintenance.,C人員,is participated by,[],[],Relation
Engineer C handled the maintenance.,Engineer,is participated by,[],[],Relation
Splunk version upgrade from 9.3.1 to 9.3.3.,Splunk,is participated by,[],[],Relation
Splunk version upgrade from 9.3.1 to 9.3.3.,Description,is participated by,[],[],Relation
"Adjustments were made for UAT, Production and PIMS consisting of eight machines.",UAT,is participated by,[],[],Relation
"Adjustments were made for UAT, Production and PIMS consisting of eight machines.",Production,is participated by,[],[],Relation
