name:ID,type,concepts,synsets,:LABEL
Engineer A handled the case.,event,[],[],Node
The duration was from 2025/12/26 15:00 to 2025/12/26 16:00.,event,[],[],Node
The engineer A handled the case from 15:00 to 16:00 on 2025/12/26.,event,[],[],Node
The current version is 9.3.3 released on 2025.02.26.,event,[],[],Node
It was recently scanned for vulnerabilities.,event,[],[],Node
The current version is vulnerable to recent scans.,event,[],[],Node
It is recommended to update to the newest version 10.0.2 released on 2025.11.14,event,[],[],Node
工程師 A人員 handled the case from 2025/12/26 15:00 to 2025/12/26 16:00.,event,[],[],Node
It is recommended to increase the authorized volume by 375 GB with an average usage of 1276GB.,event,[],[],Node
It is recommended to update the current version 9.3.3/2025.02.26 to the latest version 10.0.2/2025.11.14 due to security vulnerabilities.,event,[],[],Node
A部分,entity,[],[],Node
DEP02移轉後服務,entity,[],[],Node
PA報表寄送異常,entity,[],[],Node
exchange是否有收到splunk報告,entity,[],[],Node
LDAP設定,entity,[],[],Node
狀態描述 (Description): Splunk每週onsite 處置動作,event,[],[],Node
"處理工程師為 A人員,C人員 進行時間為 2026/01/07 13:30 至 2026/01/07 17:30",event,[],[],Node
這是一筆關於 B客戶 的維護紀錄,event,[],[],Node
已確認角色能力可符合日常工作使用,event,[],[],Node
A部門 1.Maintainer帳號權限確認 已確認角色能力可符合日常工作使用,event,[],[],Node
已確認服務正確，並再次執行健康檢查確认系統功能正常,event,[],[],Node
A部門 2.DEP02移轉後服務確認 已確認服務正確，並再次執行健康檢查確认系統功能正常,event,[],[],Node
已請A同事向IT部門確認exchange是否有收到splunk報告,event,[],[],Node
A部門 3.PA報表寄送異常檢查 已確認splunk有寄出報告並記錄於cim_modactions索引中，目前以請A同事向IT部門確認exchange是否有收到splunk報告,event,[],[],Node
已請B同事 向FISAC提交需使用API的IP申請單,event,[],[],Node
B部門 1.FISAC資料收容-進行中 目前已請B同事 向FISAC提交需使用API的IP申請單,event,[],[],Node
正在個人的測試環境測試SH 的KVstore狀態中,event,[],[],Node
B部門 2.SH KVstore引擎異常測試-進行中 正在個人的測試環境測試SH 的KVstore狀態中,event,[],[],Node
已完成splunk LDAP驗證設定,event,[],[],Node
B部門 3.LDAP設定 已完成splunk LDAP驗證設定,event,[],[],Node
A部門進行了Maintainer帳號權限確認。,event,[],[],Node
A部門進行了PA報表寄送異常檢查並請IT部門確認exchange是否有收到splunk報告。,event,[],[],Node
B部門正在測試SH KVstore引擎異常狀況。,event,[],[],Node
FWD02磁碟用量異常,entity,[],[],Node
資料,entity,[],[],Node
keep_logs 設定,entity,[],[],Node
148GB,entity,[],[],Node
狀態描述.,event,[],[],Node
本周工作項目如下: 1.FWD02磁碟用量異常處理.,event,[],[],Node
This is a maintenance record of the client C.,event,[],[],Node
C,entity,[],[],Node
The engineer B handled it from 2026/01/05 13:30 to 2026/01/05 17:30,event,[],[],Node
B,entity,[],[],Node
It was found that the disk usage of FWD02 reached over 90%.,event,[],[],Node
FWD02,entity,[],[],Node
"The cause of this is estreamer data increase, continuous accumulation of audit.log (FCB147's keep_logs setting causing no deletion) and /var/log/messages-20251214 file.",event,[],[],Node
"The current processing method involves estreamer handling, removing rsyslog forwarding settings (reducing data inflow), and adjusting clean.sh data retention interval.",event,[],[],Node
Audit.log is processed via manual deletion of audit data (releasing space).,event,[],[],Node
The messages file has been deleted and logrotate schedule monitoring has been set up.,event,[],[],Node
messages,entity,[],[],Node
The to-do item is Cybereyes API interface (in progress).,event,[],[],Node
Cybereyes API,entity,[],[],Node
Splunk駐點服務,entity,[],[],Node
GeoDB,entity,[],[],Node
HTTPS大量傳輸告警,entity,[],[],Node
m365網址,entity,[],[],Node
每日HTTP資料傳輸統計報表(m365),entity,[],[],Node
CPU及磁碟用量,entity,[],[],Node
FCB腳本,entity,[],[],Node
estreamer資料量,entity,[],[],Node
日誌轉發設定,entity,[],[],Node
處理工程師為 B人員進行時間為 2025/12/30 13:30 至 2025/12/30 17:30,event,[],[],Node
狀態描述 Splunk駐點服務202512第五周(2025/12/30) 處置動作 本周工作項目如下,event,[],[],Node
狀態描述 Splunk駐點服務202512第五週(2025/12/30) 處置動作 本周工作項目如下,event,[],[],Node
狀態描述 (Description): Splunk駐點服務202512第五周(2025/12/30),event,[],[],Node
本周工作項目如下: 更新GeoDB,event,[],[],Node
<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report>,event,[],[],Node
FWD02 CPU及磁碟用量異常,event,[],[],Node
FWD02 CPU及磁碟用量異常 今日發現自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%,event,[],[],Node
推測原因為12/9執行FCB腳本時加入了大量稽核規則，且會將稽核日誌轉發到 /var/log/secure,event,[],[],Node
目前已關閉日誌轉發設定，並將estreamer 資料清理排程調整為僅留存6小時資料 (原為12小時),event,[],[],Node
待辦事項: 1. SSH Server 漏洞修補,event,[],[],Node
C客戶 has a maintenance record.,event,[],[],Node
B人員 is the processing engineer.,event,[],[],Node
Splunk駐點服務202512第五周(2025/12/30) is the status description.,event,[],[],Node
Splunk駐點服務202512,entity,[],[],Node
第五周,entity,[],[],Node
"The work items for this week include updating GeoDB, adjusting <HTTPS大量傳輸告警>, and FWD02 CPU and disk usage anomalies.",event,[],[],Node
<HTTPS大量傳輸告警>,entity,[],[],Node
The report <每日HTTP資料傳輸統計報表(m365): daily report> is created and the m365 transmission record is sent separately.,event,[],[],Node
<每日HTTP資料傳輸統計報表(m365)>,entity,[],[],Node
FWD02's CPU usage has been increasing since 12/9.,event,[],[],Node
CPU,entity,[],[],Node
"The disk usage of FWD02 reached 90%, with estreamer data occupying approximately 109G.",event,[],[],Node
磁碟,entity,[],[],Node
estreamer's data retention schedule has been adjusted to retain data for only 6 hours.,event,[],[],Node
There is a pending task of patching SSH Server vulnerabilities.,event,[],[],Node
SSH Server,entity,[],[],Node
Splunk駐點服務202512第四周(2025/12/23),entity,[],[],Node
CVE-2024-9183,entity,[],[],Node
版本18.5.2,entity,[],[],Node
CVE-2025-12571,entity,[],[],Node
GitLab,entity,[],[],Node
版本18.5.4,entity,[],[],Node
2026年國定假日列表,entity,[],[],Node
Cybereyes介接套件,entity,[],[],Node
The maintenance record is about C client.,event,[],[],Node
The engineer handled B staff.,event,[],[],Node
The handling time for the staff member is from 2025/12/23 13:30 to 2025/12/23 17:30.,event,[],[],Node
The Splunk on-site service was for the fourth week of December 2025.,event,[],[],Node
The original version 18.5.2 was affected by vulnerabilities CVE-2024-9183 and CVE-2025-12571.,event,[],[],Node
The version was upgraded to 18.5.4.,event,[],[],Node
"The work items for the week include updating GeoDB, patching GitLab vulnerabilities, updating the 2026 national holiday list, and building the Cybereyes interface package (in progress).",event,[],[],Node
There are pending tasks to patch SSH Server vulnerabilities.,event,[],[],Node
The maintenance record of C客戶 is being handled.,event,[],[],Node
B人員 processed the maintenance as an engineer from 2025/12/23 13:30 to 2025/12/23 17:30.,event,[],[],Node
Splunk駐點服務202512第四周(2025/12/23) was described.,event,[],[],Node
GeoDB was updated as part of this week's work items.,event,[],[],Node
"GitLab vulnerability fixes were applied because the original version 18.5.2 was affected by vulnerabilities CVE-2024-9183 and CVE-2025-12571, so it has been upgraded to version 18.5.4.",event,[],[],Node
Cybereyes interface package is being set up.,event,[],[],Node
Cybereyes,entity,[],[],Node
SSH Server vulnerability fixes are pending tasks.,event,[],[],Node
Splunk SIEM,entity,[],[],Node
授權用量檢查,entity,[],[],Node
伺服器效能檢查,entity,[],[],Node
This is a maintenance record for C customer.,event,[],[],Node
B staff was processed by the handling engineer on 2026/01/02 from 17:33 to 17:35.,event,[],[],Node
The handling engineer processed B staff for maintenance.,event,[],[],Node
C customer has a Splunk SIEM monthly maintenance task on December.,event,[],[],Node
Authorized capacity is normal and averages 139.07 GB.,event,[],[],Node
CPU and disk usage have been abnormally high since around December 9.,event,[],[],Node
FCB settings are suspected to cause the issue.,event,[],[],Node
The system has already restored the FCB settings.,event,[],[],Node
The engineer did not recommend any system optimization actions.,event,[],[],Node
The engineer decided not to update the version.,event,[],[],Node
The current version has no major vulnerabilities or relevant bugs.,event,[],[],Node
The maintenance record of C客戶 was documented.,event,[],[],Node
maintenance record,entity,[],[],Node
"B人員, a processing engineer, handled the case from 2026/01/02 17:33 to 2026/01/02 17:35.",event,[],[],Node
processing engineer,entity,[],[],Node
The Splunk SIEM (12) underwent maintenance.,event,[],[],Node
An authorization usage of 139.07 GB out of 150 GB was recorded.,event,[],[],Node
authorization usage,entity,[],[],Node
"The server performance was reported as abnormal due to increased CPU and disk usage since around 12/9, which has persisted for two weeks.",event,[],[],Node
server,entity,[],[],Node
disk,entity,[],[],Node
FCB settings were suspected to be the cause of the issue and have been restored to original settings.,event,[],[],Node
FCB settings,entity,[],[],Node
"The current version 9.3.8 / 2025.11.14 was noted, with the latest version being 10.0.2 / 2025.11.14, and it was recommended not to update due to lack of major vulnerabilities or relevant bugs.",event,[],[],Node
version,entity,[],[],Node
major vulnerabilities,entity,[],[],Node
relevant bugs,entity,[],[],Node
D客戶,entity,[],[],Node
處理時間,entity,[],[],Node
2025/12/19 13:30,entity,[],[],Node
16:00,entity,[],[],Node
狀態描述,entity,[],[],Node
Splunk 202510-12季維護,entity,[],[],Node
處置動作,entity,[],[],Node
本季維護報表重點,entity,[],[],Node
131 GB,entity,[],[],Node
平均授權用量,entity,[],[],Node
117.92 GB,entity,[],[],Node
正常,entity,[],[],Node
9.3.8,entity,[],[],Node
10.0.2/ 2025.11.14,entity,[],[],Node
狀態描述 (Description): Splunk 202510-12季維護,event,[],[],Node
狀態描述 (Description): Splunk 202510-12季維護 處置動作 (Action),event,[],[],Node
當前Splunk版本：9.3.8 / 2025.11.14,event,[],[],Node
目前版本無重大弱點，也未受相關BUG,event,[],[],Node
D客戶 is maintained.,event,[],[],Node
B人員 processes the maintenance record.,event,[],[],Node
The maintenance has a status description of Splunk 202510-12 season maintenance.,event,[],[],Node
"The maintenance report highlights are as follows: Normal authorized usage with an average authorized volume of 131 GB and 117.92 GB respectively, normal server performance, no system optimization suggestions, no version update because the current Splunk version is without major vulnerabilities or relevant bugs.",event,[],[],Node
2025/11/26 13:30 至 2025/11/26 14:30,entity,[],[],Node
pice_logs,entity,[],[],Node
缺少檔案的狀況,entity,[],[],Node
splunk,entity,[],[],Node
相同的log,entity,[],[],Node
設定,entity,[],[],Node
新增設定,entity,[],[],Node
狀態描述 (Description): pice_logs 缺漏處理.,event,[],[],Node
先前提到pice_logs有缺少檔案的狀況.,event,[],[],Node
經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容.,event,[],[],Node
今日已添加設定，讓splunk監控所有檔案即使內容相似.,event,[],[],Node
新增設定後已完整收容所有檔案之資料.,event,[],[],Node
There is a maintenance record for D客戶.,event,[],[],Node
B人員 processed the maintenance.,event,[],[],Node
The status description is pice_logs missing handling process.,event,[],[],Node
The action taken was to address the missing files in pice_logs due to similar logs being automatically identified as the same by splunk.,event,[],[],Node
A new setting was added so that splunk monitors all files regardless of their similarity.,event,[],[],Node
時間,entity,[],[],Node
2025/03/14 09:00,entity,[],[],Node
2025/03/14 14:00,entity,[],[],Node
Splunk SH 異常hanging,entity,[],[],Node
記憶體,entity,[],[],Node
"處理工程師為 C人員,B人員 進行時間為 2025/03/14 09:00 至 2025/03/14 14:00。",event,[],[],Node
狀態描述 (Description): Splunk SH 異常hanging 處置動作 (Action): 今日早上接到您緊急報修，隨即到場進行調查，以下說明：,event,[],[],Node
從這周開始凌晨1:00時CPU和記憶體都有突然爆增現象,event,[],[],Node
今日調查並未發現root cause。,event,[],[],Node
今日甚至導致服務異常,event,[],[],Node
重啟splunk後目前服務已恢復正常,event,[],[],Node
新增Splunk參數避免搜尋不會因為記憶體不足時就hanging,event,[],[],Node
刪除上周末駐點時於SH新增的splunk microsoft套件,event,[],[],Node
提供原廠diag並開立CASE請求協助,event,[],[],Node
預計下周一會再次到場確認目前狀況並持續追蹤原廠協助。,event,[],[],Node
C客戶進行了一筆維護紀錄,event,[],[],Node
"處理工程師為 C人員,B人員 進行時間為 2025/03/14 09:00 至 2025/03/14 14:00",event,[],[],Node
今日早上接到您緊急報修，隨即到場進行調查,event,[],[],Node
您,entity,[],[],Node
microsoft,entity,[],[],Node
預計下周一會再次到場確認目前狀況並持續追蹤原廠協助,event,[],[],Node
A客戶,entity,[],[],Node
升級,entity,[],[],Node
Splunk 版本,entity,[],[],Node
9.3.1 -> 9.3.3,entity,[],[],Node
UAT,entity,[],[],Node
Production,entity,[],[],Node
PIMS,entity,[],[],Node
FIPS mode,entity,[],[],Node
0,entity,[],[],Node
dbconenct異常問題,entity,[],[],Node
PIMS search head,entity,[],[],Node
針對UAT / Production / PIMS 共8台進行調整，調整內容如下:,event,[],[],Node
後續將進行確認,event,[],[],Node
There is a maintenance record about customer A.,event,[],[],Node
Engineer C handled the maintenance.,event,[],[],Node
Engineer,entity,[],[],Node
Splunk version upgrade from 9.3.1 to 9.3.3.,event,[],[],Node
Description,entity,[],[],Node
"Adjustments were made for UAT, Production and PIMS consisting of eight machines.",event,[],[],Node
8台,entity,[],[],Node
"Upgrade version except PIMS search head encountered dbconenct abnormal issue, others successfully upgraded.",event,[],[],Node
dbconenct,entity,[],[],Node
E客戶,entity,[],[],Node
2025/07/29 13:30 至 2025/07/29 17:00,entity,[],[],Node
Splunk工作事項 - 0729,entity,[],[],Node
Asset and Identity priority確認,entity,[],[],Node
Identity,entity,[],[],Node
title(職稱),entity,[],[],Node
category欄位,entity,[],[],Node
未明確定義priotiry 的identity,entity,[],[],Node
low,entity,[],[],Node
Assets,entity,[],[],Node
critical,entity,[],[],Node
DLDK container NOT running,entity,[],[],Node
This is a record of E client maintenance.,event,[],[],Node
The engineer processed the C personnel from 2025/07/29 13:30 to 2025/07/29 17:00.,event,[],[],Node
The status description is Splunk task - 0729.,event,[],[],Node
The operations are as follows: Assets and Identity priority confirmation.,event,[],[],Node
Newly added titles in identity.,event,[],[],Node
Accounts statuses are added to the category field in Identity.,event,[],[],Node
Identities with unclear priority definitions will be set to low.,event,[],[],Node
"Prioritize specific assets for H1, H2, and H3 devices as critical, while all others are set to low.",event,[],[],Node
The old version of the ES threat intelligence download setting is deleted.,event,[],[],Node
"DLDK container was not running, so it was manually restarted.",event,[],[],Node
The routine monthly maintenance placed the automated program on a shared computer and executed successfully.,event,[],[],Node
記錄了關於 E客戶 的維護紀錄。,event,[],[],Node
C人員 為處理工程師。,event,[],[],Node
處理時間是 2025/07/29 13:30 至 2025/07/29 17:00。,event,[],[],Node
2025/07/29 13:30,entity,[],[],Node
2025/07/29 17:00,entity,[],[],Node
狀態描述 (Description) 是 Splunk工作事項 - 0729。,event,[],[],Node
確認 Asset and Identity priority。,event,[],[],Node
Asset,entity,[],[],Node
新增title(職稱) 到 Identity。,event,[],[],Node
將帳號狀態加入category欄位 到 Identity。,event,[],[],Node
帳號狀態,entity,[],[],Node
未明確定義priotiry 的identity將設為low。,event,[],[],Node
identity,entity,[],[],Node
priority,entity,[],[],Node
僅針對H1、H2、H3的設備將priority設為critical，其餘皆設為low 到 Assets。,event,[],[],Node
H1,entity,[],[],Node
H2,entity,[],[],Node
H3,entity,[],[],Node
刪除舊版本殘留的ES threat intelligence download設定。,event,[],[],Node
ES threat intelligence download設定,entity,[],[],Node
DLDK container NOT running。,event,[],[],Node
DLDK container,entity,[],[],Node
暫先手動重啟 DLDK container。,event,[],[],Node
將自動化程式放於公用電腦上，成功執行。,event,[],[],Node
自動化程式,entity,[],[],Node
公用電腦,entity,[],[],Node
2025/07/29 12:00 至 2025/07/29 13:00,entity,[],[],Node
Splunk 2025 MA 07月定保.DM20250088_(3/12),entity,[],[],Node
前一份CSR內容誤植，重新撰寫,entity,[],[],Node
150 GB,entity,[],[],Node
630 GB,entity,[],[],Node
現行版本9.3.3 / 2025.02.26,entity,[],[],Node
最新版本10.0.0 / 2025.07.28,entity,[],[],Node
處理工程師為 C人員 進行時間為 2025/07/29 12:00 至 2025/07/29 13:00。,event,[],[],Node
狀態描述 (Description): Splunk 2025 MA 07月定保.DM20250088_(3/12) 處置動作 (Action): 前一份CSR內容誤植，重新撰寫 1.授權用量：建議擴充 -授權量：150 GB -平均授權用量：630 GB 2.伺服器效能：正常 3.系統優化建議：無 4.版本更新：現行版本近期被掃出弱點，建議進行升版 -當前版本：9.3.3 / 2025.02.26 -最新版本：10.0.0 / 2025.07.28,event,[],[],Node
狀態描述 (Description): Splunk 2025 MA 07月定保.DM20250088_(3/12),event,[],[],Node
現行版本近期被掃出弱點，建議進行升版。,event,[],[],Node
-當前版本：9.3.3 / 2025.02.26 -最新版本：10.0.0 / 2025.07.28,event,[],[],Node
處理工程師進行維護紀錄,event,[],[],Node
處置動作 前一份CSR內容誤植，重新撰寫,event,[],[],Node
2026/01/13 13:30 至 2026/01/13 17:30,entity,[],[],Node
Splunk駐點服務202601第二周(2026/1/13),entity,[],[],Node
Cybereyes API 串接,entity,[],[],Node
本周工作項目,entity,[],[],Node
cybereyes api 串接,entity,[],[],Node
新資料進到 splunk,entity,[],[],Node
FWD03 底層資料收容,entity,[],[],Node
FCB設定資料永久保存,entity,[],[],Node
SSH Server 漏洞修補,entity,[],[],Node
待辦事項,entity,[],[],Node
A maintenance record for the customer C is made.,event,[],[],Node
The processing engineer B starts working on it at 2026/01/13 13:30.,event,[],[],Node
The processing engineer B works from 2026/01/13 13:30 to 2026/01/13 17:30.,event,[],[],Node
Cybereyes api integration completes and confirms that new data is in Splunk.,event,[],[],Node
Two new data test versions trigger alerts.,event,[],[],Node
Resources are moved into Splunk due to FCB setting data permanent preservation.,event,[],[],Node
The data will be verified next week and the follow-up handling method will be discussed.,event,[],[],Node
There is a large amount of website attack attempts and triggers Cybereyes alerts.,event,[],[],Node
A maintenance record for C客戶 was created.,event,[],[],Node
B人員 processed the request.,event,[],[],Node
request,entity,[],[],Node
2025/12/15 13:30,entity,[],[],Node
2025/12/15,entity,[],[],Node
2025/12/15 17:30,entity,[],[],Node
MGO2磁碟,entity,[],[],Node
90%,entity,[],[],Node
FWD03備份,entity,[],[],Node
FCB,entity,[],[],Node
Cyble ASM,entity,[],[],Node
IP白名單,entity,[],[],Node
Splunk帳號,entity,[],[],Node
Ryan,entity,[],[],Node
Arcsight,entity,[],[],Node
The engineer B handled the job.,event,[],[],Node
The handling time for engineers was from 2025/12/15 13:30 to 2025/12/15 17:30.,event,[],[],Node
The Splunk on-site service for the third week of 2025 was handled.,event,[],[],Node
The disk usage of MG02 exceeded 90%.,event,[],[],Node
"Past backups and installation files were deleted, reducing it to 85%.",event,[],[],Node
Backup for FWD03 was abnormal.,event,[],[],Node
"The FCB setting caused the backup destination path permission to be restricted. The permissions were restored, and the backup was manually executed.",event,[],[],Node
"As a result of staff changes, Ryan's Splunk account was deleted.",event,[],[],Node
The Splunk account changes occurred.,event,[],[],Node
The IP whitelist for Cyble ASM and Splunk accounts were updated.,event,[],[],Node
Ryan's Splunk account was deleted after staff changes were confirmed.,event,[],[],Node
A maintenance record is made for customer C.,event,[],[],Node
customer C,entity,[],[],Node
Engineer B handles the event from 2025/12/15 13:30 to 2025/12/15 17:30.,event,[],[],Node
engineer B,entity,[],[],Node
event,entity,[],[],Node
The Splunk on-site service for the third week of December 2025 is processed.,event,[],[],Node
Splunk on-site service,entity,[],[],Node
"The work items for this week are: update GeoDB, handle host anomaly MG02 disk usage exceeded 90%, delete old backups and installation files to reduce it to 85%, resolve backup issues with FWD03 due to FCB settings restricting path permissions and manually execute backup, update Cyble ASM IP whitelist, change Splunk account due to personnel changes by deleting Ryan's Splunk account.",event,[],[],Node
MG02,entity,[],[],Node
old backups,entity,[],[],Node
installation files,entity,[],[],Node
FWD03,entity,[],[],Node
path permissions,entity,[],[],Node
IP whitelist,entity,[],[],Node
Splunk account,entity,[],[],Node
personnel,entity,[],[],Node
Review historical cases for Arcsight and Splunk.,event,[],[],Node
The pending tasks include patching GitLab vulnerabilities.,event,[],[],Node
pending tasks,entity,[],[],Node
GitLab vulnerabilities,entity,[],[],Node
2025/12/02 13:30,entity,[],[],Node
2025/12/02 17:30,entity,[],[],Node
Splunk駐點服務202512第一周(2025/12/2),entity,[],[],Node
工作項目,entity,[],[],Node
更新GeoDB,entity,[],[],Node
2025下半年度告警盤點,entity,[],[],Node
AI網站服務紀錄調閱報表建置,entity,[],[],Node
<Gen AI 連線紀錄(每日): monthly report>,entity,[],[],Node
<Gen AI 連線紀錄(整月): monthly report>,entity,[],[],Node
設定於每月1日凌晨2:00執行,entity,[],[],Node
FCB設定調整,entity,[],[],Node
The processing engineer B handled the maintenance record for C client.,event,[],[],Node
The maintenance was completed from 2025/12/02 13:30 to 2025/12/02 17:30.,event,[],[],Node
The status description involved Splunk services on 2025/12/02.,event,[],[],Node
The handling of the maintenance record was completed from 2025/12/02 13:30 to 2025/12/02 17:30.,event,[],[],Node
"The tasks included updating GeoDB, reviewing 2025 second-half alerts, and building AI service logs.",event,[],[],Node
The tasks included setting the monthly report for Gen AI connection records every month at 2:00 AM on the first day of the month.,event,[],[],Node
There was an outstanding task to adjust FCB settings.,event,[],[],Node
This is a maintenance record for C客戶.,event,[],[],Node
The processing engineer B人員 handled the case from 2025/12/02 13:30 to 2025/12/02 17:30.,event,[],[],Node
The status description is Splunk駐點服務202512第一周(2025/12/2).,event,[],[],Node
The action includes updating GeoDB.,event,[],[],Node
AI website service log report construction is scheduled for monthly execution at 2:00 every month on the 1st day.,event,[],[],Node
AI,entity,[],[],Node
AI website,entity,[],[],Node
There is a pending task to adjust the FCB setting.,event,[],[],Node
Splunk駐點服務202511第四周,entity,[],[],Node
2025/11/25,entity,[],[],Node
Gitlab版本升級,entity,[],[],Node
18.1.6,entity,[],[],Node
18.5.2,entity,[],[],Node
AI網站服務紀錄調閱儀表板建置,entity,[],[],Node
<DNS_TUNNELING_單一來源查詢不同網域數量與DNS查詢次數超標>告警調整,entity,[],[],Node
告警盤點,entity,[],[],Node
FCB設定,entity,[],[],Node
The processing engineer is B personnel.,event,[],[],Node
The processing time is from 2025/11/25 13:30 to 2025/11/25 17:30.,event,[],[],Node
The status description is Splunk on-site service.,event,[],[],Node
