":START_ID",":END_ID","relation","concepts","synsets",":TYPE"
"/etc/cron.d/logrotate-syslog","每2小時檢查一次","監控","['track', 'supervise', 'observe', 'monitor']","[]","Relation"
"處理工程師為 B人員 進行時間為 2026/01/05 13:30 至 2026/01/05 17:30","狀態描述 (Description): Splunk駐點服務202601第一周(2026/1/5)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202601第一周(2026/1/5)","處置動作 (Action): 本周工作項目如下","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下","FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%","before","['happen earlier', 'occur prior to', 'precede']","[]","Relation"
"FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%","目前分析為以下三個原因導致 estreamer 資料暴增 audit.log 持續累積（FCB147 的 keep_logs 設定導致永不刪除） /var/log/messages-20251214 單一檔案達 148GB","because","['due to', 'caused by', 'result from']","[]","Relation"
"FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%","目前處理方式 estreamer 處理 移除 rsyslog 轉送設定（減少資料流入）","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%","調整 clean.sh 資料留存區間（定期清理舊資料，原為留存12小時，現改為6小時）","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%","audit.log 處理 手動刪除 audit 資料（釋放空間） 目前還沒有設定排程刪除，持續觀察中","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%","messages 暴增處理 刪除 148GB 的 messages-20251214 檔案（立即釋放空間）","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%","設定 logrotate 排程監控： 每 2 小時檢查一次（/etc/cron.d/logrotate-syslog） 超過 1G自動 rotate 保留 30 個檔案 自動壓縮","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%","待辦事項: Cybereyes API 介接 (進行中)","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"處理工程師為 B人員 进行时间","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為 B人員 进行时间","B人员","is participated by","['participate', 'include', 'involve']","[]","Relation"
"本周工作项目如下: 1.FWD02磁碟用量异常处理","FWD02磁盘","is participated by","['participate', 'include', 'involve']","[]","Relation"
"目前分析为以下三个原因导致 estreamer 资料暴增 audit.log 持续累积（FCB147 的 keep_logs 设置导致永不删除） /var/log/messages-20251214 单一文件达 148GB","estreamer","is participated by","['participate', 'include', 'involve']","[]","Relation"
"目前分析为以下三个原因导致 estreamer 资料暴增 audit.log 持续累积（FCB147 的 keep_logs 设置导致永不删除） /var/log/messages-20251214 单一文件达 148GB","audit.log","is participated by","['participate', 'include', 'involve']","[]","Relation"
"目前分析为以下三个原因导致 estreamer 资料暴增 audit.log 持续累积（FCB147 的 keep_logs 设置导致永不删除） /var/log/messages-20251214 单一文件达 148GB","/var/log/messages-20251214","is participated by","['participate', 'include', 'involve']","[]","Relation"
"目前处理方式 estreamer 虚处 理 移除 rsyslog 转送设定（减少资料流入）","estreamer","is participated by","['participate', 'include', 'involve']","[]","Relation"
"调整 clean.sh 数据留存区间（定期清理旧资料，原为留存12小时，现改为了6小时）","clean.sh","is participated by","['participate', 'include', 'involve']","[]","Relation"
"audit.log处理 手动删除 audit 资料（释放空间）目前还没有设定排程删除持续观察中 messages 暴增处理 删除 148GB 的 messages-20251214 文件（立即释放空间）","audit.log","is participated by","['participate', 'include', 'involve']","[]","Relation"
"audit.log处理 手动删除 audit 资料（释放空间）目前还没有设定排程删除持续观察中 messages 暴增处理 删除 148GB 的 messages-20251214 文件（立即释放空间）","/var/log/messages-20251214","is participated by","['participate', 'include', 'involve']","[]","Relation"
"设定 logrotate 排程监控：每2小时检查一次（/etc/cron.d/logrotate-syslog）超过 1G自动 rotate 保留30个文件 自动压缩","logrotate","is participated by","['participate', 'include', 'involve']","[]","Relation"
"待办事项: Cybereyes API 介接 (进行中)","Cybereyes API","is participated by","['participate', 'include', 'involve']","[]","Relation"
"C客戶","B人員","維護紀錄","['preserve', 'maintain', 'record', 'keep']","[]","Relation"
"B人員","2025/12/30 13:30 至 2025/12/30 17:30","處理時間","['manage', 'handle', 'deal with', 'process']","[]","Relation"
"Splunk駐點服務","202512第五周(2025/12/30)","期間","['period', 'time frame', 'duration']","[]","Relation"
"B人員","狀態描述","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"B人員","狀態描述","記錄","['record', 'log', 'document']","[]","Relation"
"Action","本周工作項目如下: 1.更新GeoDB 2.<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report> 單獨發送m365傳輸紀錄 3.FWD02 CPU及磁碟用量異常","包含","['contain', 'consist of', 'include']","[]","Relation"
"FWD02","CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%，其中estreamer資料占用約109G","現象","['happen', 'occur', 'manifest']","[]","Relation"
"FCB腳本","12/9執行","時間","['period', 'duration', 'time']","[]","Relation"
"FCB腳本","加入了大量稽核規則，且會將稽核日誌轉發到 /var/log/secure，導致estreamer資料量增加","結果","['generate', 'result from', 'cause', 'lead to']","[]","Relation"
"日誌轉發設定","關閉","操作","['operate', 'handle', 'perform', 'execute']","[]","Relation"
"estreamer 資料清理排程","僅留存6小時資料 (原為12小時)","調整","['adjust', 'regulate', 'change', 'modify', 'tune']","[]","Relation"
"待辦事項","SSH Server 漏洞修補","包含","['contain', 'consist of', 'include']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/12/30 13:30 至 2025/12/30 17:30。","狀態描述 (Description): Splunk駐點服務202512第五周(2025/12/30)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"Splunk駐點服務202512第五周(2025/12/30)","處理工程師為 B人員 進行時間為 2025/12/30 13:30 至 2025/12/30 17:30。","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"本周工作項目如下: 1.更新GeoDB","2.<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report> 單獨發送m365傳輸紀錄","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report> 單獨發送m365傳輸紀錄","3.FWD02 CPU及磁碟用量異常","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周","同時磁碟用量也達到90%，其中estreamer資料占用約109G","because","['due to', 'caused by', 'result from']","[]","Relation"
"目前已關閉日誌轉發設定，並將estreamer 資料清理排程調整為僅留存6小時資料 (原為12小時)，減少占用磁碟空間","今日發現自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%，其中estreamer資料占用約109G","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"待辦事項: 1. SSH Server 漏洞修補","FWD02 CPU及磁碟用量異常","after","['come next', 'occur later', 'follow']","[]","Relation"
"處理工程師為 B人員 进行时间维护","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為 B人員 进行时间维护","B人员","is participated by","['participate', 'include', 'involve']","[]","Relation"
"Splunk 驻点服务在2025年12月30日进行维护","Splunk驻点服务","is participated by","['participate', 'include', 'involve']","[]","Relation"
"本周工作项目包括更新GeoDB并调整HTTPS大量传输告警","GeoDB","is participated by","['participate', 'include', 'involve']","[]","Relation"
"本周工作项目包括更新GeoDB并调整HTTPS大量传输告警","HTTPS大量传输告警","is participated by","['participate', 'include', 'involve']","[]","Relation"
"发现FWD02的CPU用量明显上升，磁碟用量达到90%","FWD02","is participated by","['participate', 'include', 'involve']","[]","Relation"
"关闭日志转发设置，并调整estreamer资料清理排程","日志转发设置","is participated by","['participate', 'include', 'involve']","[]","Relation"
"关闭日志转发设置，并调整estreamer资料清理排程","estreamer资料","is participated by","['participate', 'include', 'involve']","[]","Relation"
"待办事项包括SSH Server漏洞修补","SSH Server","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","C客戶","處理","['deal with', 'manage', 'handle', 'process', 'tackle']","[]","Relation"
"2025/12/23 13:30 至 2025/12/23 17:30","B人員","時間段","['time span', 'period', 'duration']","[]","Relation"
"Splunk駐點服務202512第四周(2025/12/23)","維護紀錄","狀態描述","['state', 'characterize', 'describe']","[]","Relation"
"GeoDB","Splunk系統","更新","['include', 'update', 'incorporate']","[]","Relation"
"GitLab漏洞","Splunk系統","修補","['repair', 'mend', 'restore', 'fix']","[]","Relation"
"版本18.5.2","GitLab漏洞","受到影響","['affected by', 'influenced by', 'impacted by']","[]","Relation"
"版本18.5.4","Splunk系統","升級到","['advance to', 'upgrade to', 'move to']","[]","Relation"
"2026年國定假日","Splunk系統","更新","['include', 'update', 'incorporate']","[]","Relation"
"Cybereyes介接套件","Splunk系統","建置中","['established', 'being set up', 'under construction']","[]","Relation"
"SSH Server","Splunk系統","待修補","['补充', '修改', '修复']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/12/23 13:30 至 2025/12/23 17:30","狀態描述 (Description): Splunk駐點服務202512第四周(2025/12/23)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202512第四周(2025/12/23)","處理工程師為 B人員 進行時間為 2025/12/23 13:30 至 2025/12/23 17:30","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202512第四周(2025/12/23)","處置動作 (Action): 本周工作項目如下:","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","狀態描述 (Description): Splunk駐點服務202512第四周(2025/12/23)","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","待辦事項: 1. SSH Server 漏洞修補","before","['happen earlier', 'occur prior to', 'precede']","[]","Relation"
"處理工程師為B人員進行維護","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為B人員進行維護","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"更新GeoDB","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"GitLab漏洞修補","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"2026年國定假日列表更新","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"Cybereyes介接套件建置","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"SSH Server漏洞修補","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","維護","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"C客戶","維護紀錄","擁有","['have', 'possess', 'own']","[]","Relation"
"2026/01/02 17:33 至 2026/01/02 17:35","處理時間","屬於","['fall under', 'be part of', 'belong to']","[]","Relation"
"Splunk SIEM(12)月維護.DM20240200+DN20240393","狀態","描述","['portray', 'depict', 'describe']","[]","Relation"
"150 GB","授權用量","為","['be', 'serve as', 'function as']","[]","Relation"
"處理工程師為 B人員 進行時間為 2026/01/02 17:33 至 2026/01/02 17:35。","Splunk SIEM(12)月維護.DM20240200+DN20240393","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"Splunk SIEM(12)月維護.DM20240200+DN20240393","自12/9左右開始CPU及磁碟用量明顯上升且已持續兩周，推測為FCB設定導致","because","['due to', 'caused by', 'result from']","[]","Relation"
"Splunk SIEM(12)月維護.DM20240200+DN20240393","伺服器效能 : 異常 - 自12/9左右開始CPU及磁碟用量明顯上升且已持續兩周，推測為FCB設定導致，目前已將設定還原，並持續觀察","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"Splunk SIEM(12)月維護.DM20240200+DN20240393","系統優化建議 :無","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"Splunk SIEM(12)月維護.DM20240200+DN20240393","目前版本並未有重大弱點，也未受相關BUG","because","['due to', 'caused by', 'result from']","[]","Relation"
"Splunk SIEM(12)月維護.DM20240200+DN20240393","版本更新 : 暫不更新 - 當前版本: 9.3.8 / 2025.11.14 - 最新版本: 10.0.2 / 2025.11.14","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"處理工程師為 B人員 进行时间维护","B人员","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為 B人員 进行时间维护","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"Splunk SIEM进行月度维护","Splunk SIEM","is participated by","['participate', 'include', 'involve']","[]","Relation"
"服务器性能异常，CPU及磁盘使用量上升","服务器","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","維護","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"D客戶","維護紀錄","擁有","['have', 'possess', 'own']","[]","Relation"
"2025/12/19 13:30 至 2025/12/19 16:00","維護","期間","['period', 'time frame', 'duration']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/12/19 13:30 至 2025/12/19 16:00","狀態描述 (Description): Splunk 202510-12季維護","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk 202510-12季維護","處置動作 (Action): 本季維護報表重點如下：","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"D客戶的維護紀錄被記錄","D客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"D客戶的維護紀錄被記錄","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"D客戶的維護紀錄被記錄","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師B人員在2025/12/19 13:30至2025/12/19 16:00進行維護工作","D客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師B人員在2025/12/19 13:30至2025/12/19 16:00進行維護工作","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師B人員在2025/12/19 13:30至2025/12/19 16:00進行維護工作","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","2025/11/26 13:30 至 2025/11/26 14:30","進行處理工程","['manage', 'handle', 'deal with', 'process']","[]","Relation"
"pice_logs","狀況","缺少檔案","['missing', 'absence', 'lack']","[]","Relation"
"B人員","pice_logs有缺少檔案的狀況 因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容","查出原因","['find out', 'identify', 'discover']","[]","Relation"
"B人員","讓splunk監控所有檔案即使內容相似","添加設定","['set', 'configure', 'add']","[]","Relation"
"設定","新增設定後已完整收容所有檔案之資料","已使","['become', 'make', 'cause']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/11/26 13:30 至 2025/11/26 14:30","狀態描述 (Description): pice_logs 缺漏處理","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): pice_logs 缺漏處理","先前提到pice_logs有缺少檔案的狀況","because","['due to', 'caused by', 'result from']","[]","Relation"
"先前提到pice_logs有缺少檔案的狀況","經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容","今日已添加設定，讓splunk監控所有檔案即使內容相似","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"今日已添加設定，讓splunk監控所有檔案即使內容相似","新增設定後已完整收容所有檔案之資料","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"B人員進行維護工作","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員進行維護工作","D客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"查出pice_logs缺少檔案的原因","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"查出pice_logs缺少檔案的原因","pice_logs","is participated by","['participate', 'include', 'involve']","[]","Relation"
"修改splunk設定以監控相似log","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"修改splunk設定以監控相似log","splunk","is participated by","['participate', 'include', 'involve']","[]","Relation"
"確認所有檔案已被完整收容","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"確認所有檔案已被完整收容","splunk","is participated by","['participate', 'include', 'involve']","[]","Relation"
"C客戶","維護紀錄","有","['be', 'have', 'possess']","[]","Relation"
"C人員","處理工程師","是","['be', 'represents', 'is']","[]","Relation"
"B人員","處理工程師","是","['be', 'represents', 'is']","[]","Relation"
"2025/03/14 09:00 至 2025/03/14 14:00","維護紀錄","時間段","['time span', 'period', 'duration']","[]","Relation"
"Splunk SH","異常hanging","出現","['show up', 'occur', 'appear']","[]","Relation"
"處理工程師","調查","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"凌晨1:00時CPU和記憶體","突然爆增現象","有","['be', 'have', 'possess']","[]","Relation"
"Splunk SH","重啟後","已經恢復正常","['复原', '回复', '恢复正常', '恢复功能']","[]","Relation"
"Splunk microsoft套件","SH新增","被刪除","['delete', 'erase', 'remove']","[]","Relation"
"處理工程師為 C人員, B人員進行時間為2025/03/14 09:00 至 2025/03/14 14:00。","今日早上接到您緊急報修，隨即到場進行調查","because","['due to', 'caused by', 'result from']","[]","Relation"
"從這周開始凌晨1:00時CPU和記憶體都有突然爆增現象，今日甚至導致服務異常","今日早上接到您緊急報修，隨即到場進行調查","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"今日早上接到您緊急報修，隨即到場進行調查","Splunk SH 異常hanging","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"Splunk SH 異常hanging","從這周開始凌晨1:00時CPU和記憶體都有突然爆增現象，今日甚至導致服務異常","because","['due to', 'caused by', 'result from']","[]","Relation"
"Splunk SH 異常hanging","暫時解決方法： 1. 重啟splunk後目前服務後已恢復正常","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"根據原廠建議，新增Splunk參數避免搜尋不會因為記憶體不足時就hanging","Splunk SH 異常hanging","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"刪除上周末駐點時於SH新增的splunk microsoft套件","Splunk SH 異常hanging","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"提供原廠diag並開立CASE請求協助","Splunk SH 異常hanging","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"預計下周一會再次到場確認目前狀況並持續追蹤原廠協助。","根據原廠建議，新增Splunk參數避免搜尋不會因為記憶體不足時就hanging","after","['come next', 'occur later', 'follow']","[]","Relation"
"處理工程師為 C人員, B人員 進行維護","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為 C人員, B人員 進行維護","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為 C人員, B人員 進行維護","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"A客戶","維護紀錄","擁有","['have', 'possess', 'own']","[]","Relation"
"C人員","處理工程師","執行","['implement', 'carry out', 'perform', 'execute']","[]","Relation"
"2025/03/28 09:00 至 2025/03/28 21:00","時間","期間為","['time span', 'period', 'duration']","[]","Relation"
"Splunk 版本","9.3.1","從版本","['derive', 'originate from', 'follow']","[]","Relation"
"Splunk 版本","9.3.3","升級至版本","['update to', 'upgrade to', 'version up']","[]","Relation"
"UAT / Production / PIMS 共8台","調整物件","對象為","['targeted at', 'focused on', 'aimed at']","[]","Relation"
"重新安裝Splunk，設定FIPS mode=0","調整內容","包含","['contain', 'consist of', 'include']","[]","Relation"
"覆蓋原先設定檔","調整內容","包含","['contain', 'consist of', 'include']","[]","Relation"
"升版","調整內容","屬於","['fall under', 'be part of', 'belong to']","[]","Relation"
"PIMS search head","dbconenct異常問題","遇到","['meet', 'run into', 'encounter']","[]","Relation"
"處理工程師為 C人員 進行時間為 2025/03/28 09:00 至 2025/03/28 21:00","狀態描述 (Description): Splunk 版本升級 9.3.1 -> 9.3.3","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk 版本升級 9.3.1 -> 9.3.3","處置動作 (Action): 針對UAT / Production / PIMS 共8台進行調整","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 針對UAT / Production / PIMS 共8台進行調整","除了PIMS search head遇到dbconenct異常問題，其他皆成功升版","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 針對UAT / Production / PIMS 共8台進行調整","狀態描述 (Description): Splunk 版本升級 9.3.1 -> 9.3.3","caused by","['resulted from', 'led to', 'arose from']","[]","Relation"
"除了PIMS search head遇到dbconenct異常問題，其他皆成功升版","處置動作 (Action): 針對UAT / Production / PIMS 共8台進行調整","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"處理工程師為 C人員 進行維護","C人员","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為 C人員 進行維護","A客户","is participated by","['participate', 'include', 'involve']","[]","Relation"
"Splunk 版本從9.3.1 升級到 9.3.3","Splunk","is participated by","['participate', 'include', 'involve']","[]","Relation"
