"concept_id:ID","name",":LABEL"
"1afc85b6c3d30868e55aca5551d370c1197577f76d18c9438bbb85b9b3f6c6d4","outdoors","Concept"
"d698b9f41e1c886e8b2a5467b03bb874a838b6d2a0d24d2d660157002ba4b822","mistake","Concept"
"2b1968e68407ced33a24691553a1f5631cd7dd53e84f97b099d47826834b0c2a","crying","Concept"
"3de505d3e49669743476ed3f589d2f2b67bb207d0c5831ee937948ab94e0d5b5","oversight","Concept"
"d7f41025891dd9435666bf14c5813aef8504b6d9874fd09a7333d9cda1141460","construction","Concept"
"be407ff4831912e311f9307d2e8a4e9dcf8b1536630ee85bab3fb876728a7e24","policy","Concept"
"f438977ae24c93f202c1aacf71cfda1a5cc55e850f0d6b787d25102937d61479","percentage","Concept"
"ca1ee334b740a0760d5dc76a9eab4c85fbd475add7f6bd1a775c56e7d1377ce5","maintaining","Concept"
"c05bf315abdd527b113e402f4524ef519c95714e1e653f0e9b297be6c96556d7","tasks","Concept"
"d3e0055e0a5f3543be1645a01c901290109a3b027e9fe5cb740b02e01ed437a8","execute","Concept"
"d3dbb5a6d7353f829b7ae88eed8c341f5f6d7d9944f91e958b2b16db4fb2de5c","workday","Concept"
"4f66849a524957dad7fb0a52df352ae09a42a03994a0c971194fa2f2f0f6c98d","coding troubleshooting","Concept"
"c608739fd4851ed68d6174e6b507fbdf5c769416b8f1805e7bbccee4ef5b472a","entity: eiffel tower
context: was built for the world expo of 1889.
your answer: monument","Concept"
"beda04024a3a5e519e47df1507b2b428fc9a2f384da1146d772bb9a944deffc8","danger","Concept"
"62e001b5d5592c87ecdc782a68388a669c20f53593d597c775bee03f1e492f2d","shutdown","Concept"
"90f83c231b1da058322c14d9401b5b67a9f6b467efca10a5ef302a6caf99c7bf","entity: sushi
context: sushi is a traditional japanese dish of prepared vinegared rice

your answer","Concept"
"72fe5fab23446a47fe5985194608aacf2d13924480230c6bd72ef910dde06900","shelter","Concept"
"1b3f703576cd4911d73ce5c0192c818d71eb09d98340695898573a923e1500aa","digital intrusion","Concept"
"6ac4424900695824bd665ab01032f6a0504f06cf2977aa64fce006ef5b8c8de2","section","Concept"
"b0495824579d0626e7ebc28d778dd29d97317a02d41b6b762c1fd4cd0e101274","experimentation","Concept"
"797224049b3b53c81ad248e82f0d7ed4a2cc6dcc6f6d678de1a11c7bb79de347","schedule adjustment","Concept"
"3065d0d1bb94ccec17a6777576de4dc44468e60c2dbbf0c0d3405045c1b13028","and i can't generate abstract phrases for it.","Concept"
"93917cb5d96b745820699fca86446082cfb4359507dd967b598a92be6ef88b60","checking
event: a man is eating apple
your answer: consuming","Concept"
"fd03c8fe2aaaae876c39da6508bb1db96cc78bca20483b54b63c0f85846e03ca","计算机","Concept"
"19129a8c5d91d0a2bc757e6c5e7122f750d8b07b44a77ba6eac861412ed438cc","virtualization","Concept"
"f5ca30beeb47c7d6b2f728a829d67a07d5d94df876126225af9775b1cc591177","this is not a typical event.","Concept"
"d3612342a5633d0a7fcbdc5bb7ec4e12b68fe1c85d8449f71ded8dc12fd7b676","service transfer","Concept"
"5a42584f38997e32a92031a7e4a24cc2d655e65600a1be1a88b3d1ee93367caf","guidance","Concept"
"26f90357760e61cc02323c7013060bb2a4bb6d65f1fd7f230ed39a3ab8ac17f5","interruption","Concept"
"de0e55281c31a70dfc24cf7b54f833c5f383676aab0e9f73e84573c77e357030","science

entity: guitar
context: the sound of the guitar was perfect.
your answer:
instrument","Concept"
"e78f84b779733cd9b4f2f251e5ba84a454c5f60ae989fa9bf00afc0dcc8747d3","status verification","Concept"
"b686d128fb609099272824449d7e15516af29b5b9a6607ee243c741af637269a","data protection","Concept"
"109b1b992696d26c2477a07259a4501f3cea3bac378b096bcdf97016fbb3d9c7","data inclusion","Concept"
"6d759691ea4d59c024275adae46cb8139387b0fc68647809bbb2c1f586d48091","birthday","Concept"
"a0c64d4455bf47ba173be521743cab4384cef6f03cfe704b32ce9b9409c75a78","transport","Concept"
"a78f260b29eacd0a21784631766eaa61c4a4b22820c9a37569e9c765bf76d1c7","jobs","Concept"
"81b0d7dad2aa7b959555fb29b3ca596c3a7b4b917ed020ba86bbb13b425493d0","movement","Concept"
"94571731bb93af7cd711ee2246c1bd3803b883d6d842f28c42712a1a6fa05883","anomaly","Concept"
"075f96ac7cfaab5543fa7bac70872bcaf8fb4f8a38ee25b0a3b20e909fd4615a","making","Concept"
"675ba4aa9ab2d9fddcdcc77726c3616a317062729be469478fcc16efe74a9fef","indicator","Concept"
"7e50cdfea2f7df87324eb06fdd33b8aa943b2ac244dd7b24a3867070595c1628","recipient","Concept"
"14f40424c849b57aa1b873cfeb73cfd97e6cd72bc9eadc6f558f02602b48c6e7","service

event: a storm destroyed the city's infrastructure.

your answer:
devastation","Concept"
"a8139a2af74e906fc245bba8288e58679063361136b826a5a759d7f83b574c29","physical state","Concept"
"6809d25261027c1ded310c9c53e4c0c62dfd0b26cf163c98407674c1ed52d5f2","playtime","Concept"
"cd54252f0b41d0cffe593643b5fcc4aeb1a358496053676edfbe0d29584f883a","engagement","Concept"
"3cbf9287ffb616f752da40c9b38bdbe42248362f6c775be4c38beac503d09f38","increment","Concept"
"e6083588da3252c0b37501e61ae047082cb91171fac07e9b68d219f9e9d9f786","unit","Concept"
"cfb1e6d4c89ad8e3c3281f98c3a99ae8fbd568a82758d0afd22fcf4494bde952","blaze","Concept"
"3e7d416d51de31e7c1da0d3b3b1b1c3bd8e09bd2dd4ead98e07680f068c78266","field","Concept"
"4932f5cf2831c1c2be60a9a505538c254d7695a1b9786fe6578c7ad917a83404","cybersecurity","Concept"
"1feefc09244ac18bbfd4953748ece5d59ade5abdc15728aa3ef17932a49f027c","site operations","Concept"
"9f61dc262b705876b4bc2c63b32040032dac36130dfe9bcec0c6caee289b57fb","checking","Concept"
"34c60eab8ee29260a5cf2fd8858be5009c40dc6c5b6f059c3eec7ff0b6a118e3","occasion

            entity: love
            context: she felt a deep sense of love towards her pet dog.
            your answer:
           feeling","Concept"
"9202499dced46f7c5172ffa756fb0825c9731052c7c327faa570370de558a052","cyber threat","Concept"
"7e8fbb4ee0c0636ac1e88c9f3398f6578a7c8f5270595049f21dc39d4a265e8f","highlighting","Concept"
"c464a336bce87f6cde5d7c0d66f14a75d0d6f8cf4d87bfd50488a0b319e3f43b","unused item","Concept"
"ba34ab2528d2935d16bd40fcfc803faeef6fb361247e789f0bc846b4a3a9070b","error","Concept"
"ffb6509ac2992273aad359d3876fc5079804acded145e77dc4d1e3dcfe888d5a","progression","Concept"
"fe33386b2cbc1aa9216aed3ae995b2e7ccccb85751c7f88b606e3cd3cc073649","advice","Concept"
"4b064ded152083a384b09a392968f15be35a868098ddb1aa0f9ec58ec06c3d2b","records maintenance","Concept"
"b96cb1c1003e41e5d515745df5e20bb40023f31af694d8c0138f22cc27868b40","document","Concept"
"b1133b80539955e644a5e1731e3a1edd79566a42998b10e117eeac2f79753618","role capability value","Concept"
"b4fc78a961373400ec61091fb7b3671025844c83cef1a5d525d1293db4168e4d","event: a dog barks when it sees a squirrel
            your answer: reaction","Concept"
"373aeec47bd888cfa9e58ab40794c431b368adbb2d94bcd91839056a68f7d56d","fantasy","Concept"
"43e06e271e4279f1b316d71cd9b4a3bea02b38bb7d01a5f66bc9886e28410a2d","rain","Concept"
"be863a8c24a64cf7ee64d9d62bf31e7055ca84b4f46b6511e5621e24428c3889","problem-solving
            event:the city is preparing for a huge storm.
            your answer: preparation","Concept"
"bc72c97fde7350607ad2a83a59e0cb27a183bd9ac699632777df0201fd60e7ea","host","Concept"
"39dbf6dfcde8245d00dac45b2c4d002df76c67e9597f6d88ea6141bd16b36c34","logfile","Concept"
"a802dfca45fe22bdcb8c037a0b97865ffc477f75a57ee9131b6e2e9d3872beff","servicing

event: john went to the park and rode his bicycle to the fountain","Concept"
"91487b55e4d4cfb6c41146dc79aa0ad7301e8f3e920be7cefa9d8e871cc2d0ab","fieldwork","Concept"
"cf1ac02fc1dbc5b8cb2b25553aa43e6d76e05a6087a955a313e12416024f9969","container","Concept"
"10f1e7dfa4cf05a74e6ec27fa4309fc1bb64195497fefcb3b2ff40403b17320a","abnormality","Concept"
"f9b34e941e981be680019e1c76034292c30e702c2d03c8165228224bcf7e1c09","nothing","Concept"
"052a1b13b37e000006082c2dc5d42d27e9d7b4dbc17aaef9d35a11167bccac53","permission update","Concept"
"db8d8906f3d0e3c1da41a82f64bab27f5e7cfe1a7ff562198c7b88af1ffddc1c","staffing","Concept"
"23ff23bf4b375a2533a02df6e464c920058139f4b789143256873db50edce6ba","storage limit","Concept"
"446822600d4030007f9832545804e730ecc68e65ccf23aba43d81acf048fa917","scheduling appointment","Concept"
"904205e01016b681da18e20e260f979cf3d8d02dece075b15dd813d821d878f6","automation","Concept"
"b958a3bbb4bc0b61218991e227e9c7b754d2beb67b9528040ea52b044cd4a6b4","splunk update","Concept"
"a601a17f56113c1fedfc25c67acf4ee3f9786f24f3783695942f6ac9d560d7fe","holiday","Concept"
"68d2145843ed145a684d83a736949ffa86b5fec9ed9fcd616131a76a5aac7403","deadline","Concept"
"10676fbef223292d6c76c8a1d3e70efb92ef3e08f8c0f92959d9731b16b14c20","data management","Concept"
"946c58826e9d866f2c7e0458cf6fcac9ea30397493fcc867adf87f1e2f40ed45","work","Concept"
"2f53bce9bc8517a443b257e093641de4a844b179d7fa586ea8e1c7cca6eddfc5","attack","Concept"
"3edaf27a24979771ad16916d99d79e0626baced456b6242e830362089c23d5f6","系统更新","Concept"
"2ba007ea2c74ad9b770c4512f9f25344347456c242e60c64b0d81ca9a66996a7","relocation","Concept"
"1ef4e2702f02394213fbe8d69e4f5ee4a9b75aa17c8ca574ba2864da59d16af9","processing
queue","Concept"
"d7767588caa260ec55fd4c63bdc8b355a8c16045542bea874824054c110769db","upgraded","Concept"
"40ec5cac1124dc1c79bedcf1309410dbc01a7ce72be8c0fa8acb7a4107759e99","send","Concept"
"1dc775cb5145755af05f576552e7f40f6d529da1ba2bc4f8966df61c2ba73861","indexer","Concept"
"6a279d0082e2d80161dc181c86422d532b685e29a8dfadbe42d9beae77d5d13f","body","Concept"
"c41d9e9a464077aa5d869f625e59a2f35172b5569212e64f05dd8368a541be94","i'm unable to process non-english text or events that are not described in a way i can interpret such as the last one you provided","Concept"
"e7a6f7ef48821cb8a3d11a9f2d45216ee98177733b905de825dd247e9a2e4bf4","software changes","Concept"
"b406ef9cc26190842347ec11c7aa80525bc4d1ae3f79c1b1db54f2a9b0e126fa","exploration

event: sam went into a bar and ordered a drink.
your answer:
socializing","Concept"
"c188b83ba87909844061ac409c8ffdc74d61f07d7de9d2e6f4aa5a6786d77d83","celestial body","Concept"
"1720c572677bb8910fd8efb01f23b2d519415f8c851ac48399a85e7debe9f4a4","presence","Concept"
"317c6b28b60c284716a3fd60fe1bb71dc30f087ac249c37a5d95bd03c7036185","machine operator","Concept"
"224c540118f34355550f8ce2f41be6cae5bfff0a6ff61429e7ec994886641a27","deployment","Concept"
"d08f102d9ecca9e81a7d53148fb2ede0998e9358489d05c6883c604eb3ce3540","threshold shift","Concept"
"d9d1b42c7480be1e540fbd726de389be14ef690bc20d0d8e01369fe2b433b529","shortcoming","Concept"
"8bc217bf4ccf7e16355ed58a2be1085ab3b175375bdc1c65b8d653eb4a4de7f1","subnet","Concept"
"6fa0bcd096e2c86955f9fc64e8ebec34e038bff84ddb52fbc44b49ce3c331272","storage configuration","Concept"
"630867f1b8cac75f91f7777d4f16b5a5319034cd5e0d7a8ba2ee1f5701f538bc","medium

entity: eiffel tower
context: was the entrance arch for the 1889 world's fair
your answer: landmark","Concept"
"168711eddc48241d6948dbb2f0b813198b9c121a3a1c45623c2b6e1e7db645df","traffic","Concept"
"bf795778c0ea3f396c5ef1e80d082e3dab42b33647adde6ace39ff220634ad30","work assignment","Concept"
"e788c49237d8d9ed80e2a3c515c55c11659614c081dd9dcdb13875c03b8c9b1d","data sharing","Concept"
"c0e1e23fb14fe4d0f3a7ccf4e5117c75a78e4c7918fbba4e8abd2b3be2fb985c","vulnerability check","Concept"
"8adc47bb7d5c4d1eab9a1438c8681817e16b12279296acb92d094d380de18ca9","time period","Concept"
"f0cfb658bf69306202663062de9e7a6c626e1f7723a0ed038b2e56962367fbf5","crisis management","Concept"
"8f95291eb2998683f2fdd7c248c2df9d0ab1ccb939d2b861265f4ad8db1b5e67","account review","Concept"
"11200d65bd648d5dd71d1d327a293fef62464becfed31e81e0d6a1a1c2b93c47","system events","Concept"
"30dbdb5527e51a93331b9cf9c4f8ee4b14730af000f29912ef14f9e577ad9cac","preservation","Concept"
"8ca9b7390ee28ea1e80a661b69b3dd73d4c8bf18f86fa4c78c48abf31fe1ab60","list

            event: a baby was born in the hospital.
            your answer:
birth","Concept"
"3a2e6ce6db8553c3407c470266ccb972955bb9c3e005ca6cc69badb1dc574fc4","activation","Concept"
"30054169f3e1f427f9e0dbfd6a33060130d3981e25fd07a845860ecb3d38c4f3","crash","Concept"
"3b6e287355fa09d822dbd6271f1ae50e5e18474d51e61bfa117020e10950a8f8","birth","Concept"
"f535ac04d5ad20cdc4fe1eb2fa22384b36cc229e753d3bd5945df2451c50683e","follow-up","Concept"
"0944b0b414c99676b48ab681e2539bbae52a1b58fa634e9befbae75debd43659","expansion","Concept"
"6b57ba51aa4354fdadc14df381197a651c2c1f502f05196380b4b511540eb896","machine check","Concept"
"332727239004b36a35eda821b206d6b2ac4e2869f102cbb39da0edb472e6a28f","entertainer","Concept"
"2f8ce28221cb270b091c9eff611d5f94ac60c5ba0c9f28cf9d8c4bac4d99e8a4","access control","Concept"
"4d88f785e00c1b9bacbe9da6bb95e3a6c5ac0256967aa8e2eb6a7676c2543fec","screening","Concept"
"1d8aca33b91af15dd8486337b2dafb86bd8d40ec415f105dff8a3d4ce40517ab","study","Concept"
"8659a23f920604fb2a0a388c457d0bf782de196cb9b75bb924c41458eb017e29","romance","Concept"
"e74ec721bd3a8dcff950d284e05c99e4020cc28085bf7531c672e34039b5bf17","parameter

entity : ""cryptocurrency""
context: investing in cryptocurrency can be profitable.
your answer:
currency","Concept"
"9b17489f63bf9964fb9d4c9caaf0c90399a4e1b53befa02dbc5a3ec62c8ea7a6","site visit","Concept"
"e11725146ae86421d6501fa8da8fb2083a6e4a1818d6083238fe20c86607dda8","interval","Concept"
"ceef2a21eaea25774283edac6e291b4c3c575117c4a6088d3639e4e38ec8f134","power removal","Concept"
"d43bb7b75062e44cbb6b5a5e3b45a3c4403cccd0d3f410b63277c7eb95532636","cramming","Concept"
"70bb219601ab5ec6a591d0cd55b56f8f9e675c217348cf23f30bb556c4272745","permission

entity: the great gatsby
context: written by f. scott fitzgerald.

your answer:

novel","Concept"
"2958cb78dc1cd4ab50341bce396dc5674323f48e54602122776c1c5fe9662f6c","information overload","Concept"
"c4a171e5be8c57083d0357a981c455ae59c41ab9a0da416149ad6ce21c55a106","examining","Concept"
"3975b54c4692f607982bbadb2289a7e7350ee72e63b83de4f8a522ec3ec57a97","searching","Concept"
"6a42f334b97cbd097123bf7fdd7ef73330edd2174663ba4957eceaff86667bf9","drink","Concept"
"622ee7edbd215f360ede2f86175e98732bbc7a01e3f6c5ebc643c1de0819e7da","assignment","Concept"
"de612cd0b11ef8cf67a5f3de359a5721be9c1488f4223c598f20e84699a80dd8","address","Concept"
"6ee03e858d73dd4778be7f1f69416049db87288ce154d0d945548aed8cbb3e47","api access","Concept"
"7f83d6c32b1e07ce1b0d79a38d40439735bcd1b4a4494a4ef1dced23f71a21d6","optimizer","Concept"
"db39470e6dacdf2c5fe860a8a4111da47ba67612447e0f59a1701d52cd3f264d","numeral","Concept"
"ea206e48190b43f492a056e5d5f376cc3266fb0f803ff205097ed5134804879c","scheduling error","Concept"
"af3c5c7c0263fa1ecd6c676082b4d4a2e773d96468a5d6517e85b97f00b9911f","release","Concept"
"137155f908ddb89e43b9b9217f2e0aafd1a8acc1169b67603beb5447f02fd4c4","trouble","Concept"
"62bb4f494979f56acf6939afc9bdec5a24fa20cf360222ab87e70fecf7ea7fb2","love","Concept"
"8f53a7d39bf63bab1b2bc9cf1855a37760376463c5378b1fb1df5c54e6bb6377","iteration","Concept"
"7c1bd5d46133e51ed76b5e8bed3e5304542532a9e88d3d9f0ea7be3b7ec07920","dish","Concept"
"2136f296946504ea09535d44558fcb5c4e0aed1727d7b6ec971fa6ad98e5e7b3","repair
            event: the company hosted a workshop on cybersecurity
            your answer:

education","Concept"
"0dad9b05a3988d3e656f987d1a229042c0c335b7538fae241278a1ced9ca8761","system abnormalities","Concept"
"33400bae6fbb18dfa250f42c6c8c4b3423b7aa0e3bb0ab663a7c852ad3e50d5a","unable to assist with this event.","Concept"
"5c7d12e650dc4190c7a78e168ad1e3a142fcfd3a43de69284dcf5c9f4828d9de","ip address","Concept"
"7ce08964d88f37cea7f5604099566ffcb7365a9aed5f3ffddc29e24f789056bf","collaboration","Concept"
"2a614ce5aea1f405c9fda5e645f04bf60ed0f46076455d1d312de608b9cfe10d","blog","Concept"
"b287be1a739193975076f27d6c4530773abb9367f683d9bb2cbfe01b68446aee","event: a child is learning to ride a bike
your answer:
practice","Concept"
"d3b89e90ac3b2311c12b88e233ea843122466fe53ac8636dbdcc8b7673dc8364","data model","Concept"
"8c13278c79f8620023e48c6be61897682073a65a3b483795a7dd06047deb1740","closing process","Concept"
"ffd21d47bdd764447b00d2c09a7b0c84daaa41b0ab895e7970b9817213164291","infrastructure","Concept"
"dd7295e1a05aac88732a36f8fdf3e1d9bf7028963a1883dd23d6f8d036971eea","technical work","Concept"
"6793d62d54938c33cf4d1d8ea02ff55ca17efc35a0626a70163e005c76a58192","b worker","Concept"
"cb63e689de3646d8c8b9d8994529af6b8750c213efaf11e814aea234230f21cf","project assignment","Concept"
"57e8f8add07fb59793a4c487d409ca15f83ba8cfc3b652fe9c2d96e659821d82","surveillance","Concept"
"1eb731c4a240d3abad9645fe2821e2fb6315a6ceadd9fbf6e9f8616b861462a3","tracker","Concept"
"2a2dfcebbcc3f3c341ed508a23c6fee24c7f78441d957b9950b28dcc98087fc2","study session","Concept"
"4b501c0a9156509deb0dc632818698d6f7b180e8394c7f23d8e181f89afc9e39","processor","Concept"
"e72a8616f660c764a0b2de1d4df4d85fcd12de61d8340c855b61113560b64890","dispatch","Concept"
"d901abf05cc896bd332fdd23549d3f7a5c78be023d8651ced60733d06194ba4b","node","Concept"
"32e7a5166e9f21d1112ae948d05d85c599bd07aec6e7da93d6feb1ec45341861","attachment","Concept"
"124cc7dcf544d014b58514003a79bb0ac00a59cfdaf5506cf151c0dcba899b95","corrections","Concept"
"0b15739d0b78ed583536de1bf53a8dacc20efc1cef567d61142257c652a991ad","professional","Concept"
"c86368183a6d48b6abfdbe9144dbb88c9c2fb01de9f269aa4f5ae59fbbb84e22","capacity usage

            event: an old man walking on the beach in a stormy night.
            your answer:
            walk","Concept"
"255fc0ffc41367b08f0a10f4ce10413dc522dc910273ba93d48cd1d77da656cd","security check","Concept"
"3c941343714af96d75ce53139dce47fcc441d3b120893400395a3a8a83c15fc0","cooridnation","Concept"
"9aa3494810631e96a368fc13aa1a4bc75b8730fed76f55b5b23bd86c7a367bd1","object","Concept"
"05a127262a94fcebbbe9a57968ea96f21ed707a0fc9e2b6fa7a2da5800895428","event: a woman is reading a book in the park on a sunny afternoon.
your answer: reading","Concept"
"9d503f7ad41d0b925de0c79284d2722095226e91c2965d7dd5aab23cea9320ea","data filtering","Concept"
"886ceb689c4824dd21436d5cb211df8682e19cc4f8eebed0d938fd24d7cd26c2","abnormality check","Concept"
"507971c5d18b9f5a8acd544d4422f0c30bf00947e5f5f8f904d2883e8c215e18","backup","Concept"
"69b11969ed6ba7963defe818b547b8da769e5997d49dd83b3f312b1d93cdb921","outcome","Concept"
"792e9d16b95d84256f697213fb29347b5797db8dc048007344a3bf7d42833e83","synchronizing","Concept"
"7ae6e4dcbcbb57cf568dd42ffa8155951f1ed18c1880bfffe68f6f633ac75ecf","solving","Concept"
"883d8fba2dfc6c0831890c22033380b0fbfabbfbabde9bbdd00a1d127dcf03f4","stability

    event: a  man is reading a book in a park.
     your answer:
enjoyment","Concept"
"adb2661830a0be3df6539e5b5a7e660045ff616f9e8cfe906cf5da11ccbee5f3","characteristic","Concept"
"9133c16982430d65b551f5605cb8c464aa57c55d87e5c3004e0897d4f31fe3f2","addresses","Concept"
"181150ca6c7b0a1f2061e8c375cf3fcdc95b9305b3cb8ffabd0158cb5000182b","certificate issuance","Concept"
"2480c0ad08d67ae2e600684296b49821cdde893332f90100417befb428c09cab","equipment check","Concept"
"eb5af9c0ec8b53d4d988f5f2628c02dbf5645a6192be661958fe525e81373d88","cityscape","Concept"
"320b7a1655a3f300e2c8adb006cb07a2f6a775fd79d3cd5195d1a4de8145e3fd","floating","Concept"
"cd40d0e22554f83e2e2704fe84b14779ae8feac087e4a1308e397b12dad6d7ab","scheduling

event: a woman is knitting a sweater.
your answer:
creating","Concept"
"8cb66795b0c2c48ea4e451cef737ff5db13e2fbb0fc6345c2a677d570a9ac466","system validation","Concept"
"8e87aa50990e961043534c55d8683c5518e8ac97dbcd59522f0681a7d0d74a8f","the given entity is not in english","Concept"
"9483b8e1eff2f710b248a1f6d83117e381166c339907e3b7a712c580b232cab8","duration
event: a child learning to write
your answer: education","Concept"
"6e50b3cc35153f90b181975996519dffa9e13493bae78ce5f748c67343833a8b","success","Concept"
"7e8f829eb76657ecdd86045ac4dbb20c029ad4b824dc5222cd7936be9a89ba70","vocation","Concept"
"2953547fe0fd67dbc0fa8d0d4501d8b814b3fd49476c1d06cdce798373f3fc9f","security implementation","Concept"
"b88eb55c1afee62786ca9842a507ad12e3a2623a218d7ec26f02085b1c539aa8","working day","Concept"
"eb5503da1cd85384771c3aa420395252933370179034fac56a2ba7ef847bb7f7","entertainment","Concept"
"7b094aef605cae831505a5d736b0d1b4fa58366dc4d6bdfaacb0580cc8b8f798","server problem","Concept"
"8c5694391d63fcab0a105ceca9880fed04256e6f629860583f8e3784812e66ec","machine configuration","Concept"
"cd2d2f380f0bb8bb00bac4d936717ed5d88971fa9a0e3ff350e9b1ed8170baef","bug","Concept"
"f2c06dfa121e2ebcb5c9704da02d43479d313210747b96199b76e69b4766f9bc","customer service representative","Concept"
"0bc4520ca5b758e62b37c2108bf7ccdbb567df5b688f9ca619b4696a1eeec8db","issues","Concept"
"32595d78f40d8a6840b6b41b44dd53639fcab471161b97b90b7b82226117242e","i can't assist with that as the event is not in english and i don't have any information about what ""splunk駐點服務"" means.","Concept"
"eed0e14366709e55f04fdabbdd47cb77a22977b94f8b3935ee3361b30732ca76","process adjustment","Concept"
