":START_ID",":END_ID","relation",":TYPE"
"當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14","ebd070126254f9ffa6348e25349a2d13dc9dfa8fe82685ce35c05fc4e9c726d6","has_concept","Concept"
"當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14","59d11bb5b2e1f4c61c439726221e96f1cf5323bd14266b11a065dd4480f9c6ca","has_concept","Concept"
"當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14","ad254d23eb4605ec82120ac71eb8e0618eafb285f8178aac7b9fadd9c023f8cd","has_concept","Concept"
"當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14","a4c86e172162e24bd229adfca0bd3e819948e83ae69672889c6db6224c45f1eb","has_concept","Concept"
"This is a maintenance record for F客戶.","e6db6b8ba72fb4619513ad8cd88c63177dd91ae8e74132ccc52457a47abeba84","has_concept","Concept"
"This is a maintenance record for F客戶.","0892eb54032f673b3e7297244bbaa95402364190ef0043ab0e399c3efb7b7dce","has_concept","Concept"
"This is a maintenance record for F客戶.","5cb2e49536d3aedab904e306f53dc0794d75d80b3b6b67a85dbd5d3714f59077","has_concept","Concept"
"This is a maintenance record for F客戶.","2b9cbc6bb573f14fab1ece59864f6ea66ac18fc9cffff7f54a077f88a79013e5","has_concept","Concept"
"Handling engineer A人員 processed the event during this time: 2025/12/26 15:00 to 2025/12/26 16:00.","4571faab4338f717501abab5c86b6ffd73a9e1f665840a342d58e8dbdeb2ac95","has_concept","Concept"
"Handling engineer A人員 processed the event during this time: 2025/12/26 15:00 to 2025/12/26 16:00.","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"Handling engineer A人員 processed the event during this time: 2025/12/26 15:00 to 2025/12/26 16:00.","dd5bda22c4ee00108368df94e83238748f26db7c932a7b933182d15beea7bb44","has_concept","Concept"
"The description of splunk_銀行處12月月維護 is given as the status.","26c9bd4c2b07f0c44df71c1142252b0ffee221e4b41ea1d6b4ba2501b4929a25","has_concept","Concept"
"The description of splunk_銀行處12月月維護 is given as the status.","3f21fe705cfa3e6491bcd2f246fe6b4a18fe46937c06ad5cc20e05dcf3f27da0","has_concept","Concept"
"The description of splunk_銀行處12月月維護 is given as the status.","162864099d0eef8fcfe22c26979bf9bd716381fec0c5e80b07c128a302e16b73","has_concept","Concept"
"It is recommended to update the current version 9.3.3/2025.02.26 for version 10.0.2/2025.11.14.","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"It is recommended to update the current version 9.3.3/2025.02.26 for version 10.0.2/2025.11.14.","72e7a9afc3f54882c234570c28dbef421a3add4baf056a49bdd1fe322881b1f9","has_concept","Concept"
"It is recommended to update the current version 9.3.3/2025.02.26 for version 10.0.2/2025.11.14.","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"It is recommended to update the current version 9.3.3/2025.02.26 for version 10.0.2/2025.11.14.","ca7f8179ccbb115dfed69f0553a872b6a8912e814c6b095af7a2f2c216539e17","has_concept","Concept"
"version 9.3.3","af3c5c7c0263fa1ecd6c676082b4d4a2e773d96468a5d6517e85b97f00b9911f","has_concept","Concept"
"version 9.3.3","8f53a7d39bf63bab1b2bc9cf1855a37760376463c5378b1fb1df5c54e6bb6377","has_concept","Concept"
"version 9.3.3","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"version 9.3.3","8ee004a6250365734e668248cea53c36f01c9112d3cd2c7e633801becb737c32","has_concept","Concept"
"version 9.3.3","0dacf7e78a765565d777181536e5275cac39434e6072f0a9265c4cc4a6cde057","has_concept","Concept"
"version 9.3.3","7407ec42ad6beed9c4e37a54bc26747d4ced08dec919c4eade93a19b8a4f1ecd","has_concept","Concept"
"version 10.0.2","e1570abbf8ae7a0e7761be1ee9df7e697d2f4c0998f0bed5e6e5048c46974852","has_concept","Concept"
"version 10.0.2","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"B客戶","191d9fa1f24af908f5954e52e063cbf000f7630c2fdfdbad7417f8ae03b02e96","has_concept","Concept"
"B客戶","a5f43f2cde6479130ad4828dc56e1412c840be7d957070b7a9e08002fb7a3780","has_concept","Concept"
"B客戶","6ac4424900695824bd665ab01032f6a0504f06cf2977aa64fce006ef5b8c8de2","has_concept","Concept"
"工程師","33b09583db022cd2f8765441fecd0830334b8b6215f79adbe69dd260215966f7","has_concept","Concept"
"工程師","2b09d4a0d5e627b2c5844ffc0d25439363aa6040d8aee455549faddcd7fa40b1","has_concept","Concept"
"工程師","98c913f7f4b4254679028122f2c7311db6e74d213453c70a86378af6b787ee0d","has_concept","Concept"
"C人員","c4dad88da32a6ae498b18531e14163ab054c660ea9f0ba87f1c38423132262fe","has_concept","Concept"
"A部門","a5f43f2cde6479130ad4828dc56e1412c840be7d957070b7a9e08002fb7a3780","has_concept","Concept"
"A部門","6cffce8e22f4f081365768ceb83c6e0adfa99a243a0343f2dc51140e152139d6","has_concept","Concept"
"A部門","ac2e59bac32fc9a2f27fa7366c6a97ca628696f033d131e4169ed349d0fbb237","has_concept","Concept"
"A部門","ed001e3789290fac5a8b0d091a2f549704624ba078867b841e54e3fff45a1f1a","has_concept","Concept"
"A部門","f6c33ae3e21d911d9159f64528bcbb651309d1b270b30f38a738b4f0bcf17e4b","has_concept","Concept"
"C部門","a5f43f2cde6479130ad4828dc56e1412c840be7d957070b7a9e08002fb7a3780","has_concept","Concept"
"C部門","9619c8833bf96af1decec350226b6ccacb9db9468cb8c082cf7d37fdf19dc614","has_concept","Concept"
"C部門","e6083588da3252c0b37501e61ae047082cb91171fac07e9b68d219f9e9d9f786","has_concept","Concept"
"C部門","6ac4424900695824bd665ab01032f6a0504f06cf2977aa64fce006ef5b8c8de2","has_concept","Concept"
"Splunk","e1570abbf8ae7a0e7761be1ee9df7e697d2f4c0998f0bed5e6e5048c46974852","has_concept","Concept"
"Splunk","7bbe9da64eafe9e1e9b9350fdcb7004887e2c80474fd03aa1468b1103e8424f7","has_concept","Concept"
"Splunk","90f83c231b1da058322c14d9401b5b67a9f6b467efca10a5ef302a6caf99c7bf","has_concept","Concept"
"Splunk","7c1bd5d46133e51ed76b5e8bed3e5304542532a9e88d3d9f0ea7be3b7ec07920","has_concept","Concept"
"Splunk","d0f0f88a5ef1864b577bc68d4159839d9b640f22a948b668dbd2d314ef1f809b","has_concept","Concept"
"Splunk","e293eaad72fe27bc68e30354d9f71c2192eb01f0e1f221799016dcb6928c673f","has_concept","Concept"
"Maintainer帳號權限","58adcf18b8a38806f0c455ded41656f77b37932f3a1dee681184437e70d49191","has_concept","Concept"
"Maintainer帳號權限","279708d8f6facb935aeea1c67fb0d7fe63c41ccfedd7fa4905365b2d09813590","has_concept","Concept"
"Maintainer帳號權限","e2bc6944fe2c7badff27516f53e08c803b94cc3da20b55d8c982629125d0bf32","has_concept","Concept"
"DEP02","c475ac344b1efbfbe281800236c017cef4a717f22bb818c4f825eb2528e50cf3","has_concept","Concept"
"DEP02","cd3004f22b4315db09b6f15013c37c880b75cfd570bb228edbb3b6139385708c","has_concept","Concept"
"DEP02","7e8c52da267799d4fba33e18b1de67456dec35fca1b08428ab9663ea9796b5af","has_concept","Concept"
"服務確認","76a345f8470c2f015fa1a30a5976a1871c0e5732c652a3183589eec6b905e063","has_concept","Concept"
"A同事","13b8969c479661d25b0b223b24de224d198ce2b2948c2906b57960b385a3aa91","has_concept","Concept"
"A同事","7736d636a86137f0c99b4043349d122631d085e5f65401935b906dc5c4a01d6e","has_concept","Concept"
"IT部門","a5f43f2cde6479130ad4828dc56e1412c840be7d957070b7a9e08002fb7a3780","has_concept","Concept"
"IT部門","70c35a12e1ee02861220390a65d4ea189af94d0c9f260373bab5bb87f8b8963d","has_concept","Concept"
"IT部門","99330c5882ad6c06959cee7ff18cc2f026677a4cd60609a90f4a0902691e50e7","has_concept","Concept"
"B同事","6793d62d54938c33cf4d1d8ea02ff55ca17efc35a0626a70163e005c76a58192","has_concept","Concept"
"API的IP申請單","b96cb1c1003e41e5d515745df5e20bb40023f31af694d8c0138f22cc27868b40","has_concept","Concept"
"API的IP申請單","e82f6dcd792a76edcc5f940828c553bd8881d52ea0ad66244faf92ec179963a1","has_concept","Concept"
"SH KVstore引擎異常測試","d19d6c04e4e69bdcbeb7bd5fa500f6f18258da4f05a27be45b1699ca93ca7713","has_concept","Concept"
"SH KVstore引擎異常測試","f2fc9b44617c427cbdebc5bcd917a3b5c4b92e5fa29c489220ca6d0739e29249","has_concept","Concept"
"SH KVstore引擎異常測試","08e948125e2418bb8a4a782a4b3b7359e84a49b100ebbacddb722c8b131c880d","has_concept","Concept"
"測試環境","d19d6c04e4e69bdcbeb7bd5fa500f6f18258da4f05a27be45b1699ca93ca7713","has_concept","Concept"
"測試環境","9325fd5da4a44513848881a53e31ccce532dc82cca7a5d6226eaf22a4ecd1419","has_concept","Concept"
"測試環境","f85b5d9a35c23892a7ca45cdff353baf28a7d97cae3a57dc8473786a76f83a5a","has_concept","Concept"
"測試環境","b3bd7d46f27ea2c1dcad13013c4c0ca121fb31b208c899ad6b45c4991185dd4d","has_concept","Concept"
"LDAP驗證設定","703123ef81204d554bad89571733095804ac7243388027c50cee266157f18e4b","has_concept","Concept"
"The maintenance record is about B client.","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"The maintenance record is about B client.","2b9cbc6bb573f14fab1ece59864f6ea66ac18fc9cffff7f54a077f88a79013e5","has_concept","Concept"
"The maintenance record is about B client.","0892eb54032f673b3e7297244bbaa95402364190ef0043ab0e399c3efb7b7dce","has_concept","Concept"
"The maintenance record is about B client.","032654ee48907f8f2bc6f5b406bb46cb6f6921e3d6464541830d2192228620ba","has_concept","Concept"
"The maintenance record is about B client.","2031f3f5fdbaa32f70c5a8766177f50b5c28115436a897b26f1a39b4eed2e38d","has_concept","Concept"
"The maintenance record is about B client.","367c6e4371547f114d0fd4c19ba3775d04de440bc53f43b89b267cb0dd80bb34","has_concept","Concept"
"There is a description of Splunk weekly onsite action.","79ccce98d263eeea8e86320abe6791eb820479636fa3c26611214110383a6bff","has_concept","Concept"
"There is a description of Splunk weekly onsite action.","72873113e6b011ea7037e17604029468c806b0973ef74c499d5fb469b65a69ed","has_concept","Concept"
"There is a description of Splunk weekly onsite action.","caa0d10d85b7301c547e166a6ed115b9f5dac877ddd91b922569d122ff321c17","has_concept","Concept"
"There is a description of Splunk weekly onsite action.","b886c9fa9efe719d355df6639f7538f6428438cb27ae9084e2e0c210b8b4e1d9","has_concept","Concept"
"There is a description of Splunk weekly onsite action.","1f17142343f8ffec872a3cd0f55721ecd7fb53dcfdae934c0ad277ce7989207a","has_concept","Concept"
"There is a description of Splunk weekly onsite action.","171ce1be6c48c5813944f7d32489c60efa8fd194c016f095205ef27a78d1ec95","has_concept","Concept"
"There is a description of Splunk weekly onsite action.","e0577b71a7a2f0b4eca3697f164bc29bbfd2aacbe294d9ab2403fe9e67f02830","has_concept","Concept"
"The processing engineers are A personnel and C personnel.","5c83bc8d03c7390d28c6443bea35673ebae85d4ab022aa88a5fcf9a742b1c0fb","has_concept","Concept"
"The processing engineers are A personnel and C personnel.","99f9e8ada21b5e2e325517ecfa399980cfc3102ad529fd763f65a3ac4810e052","has_concept","Concept"
"The processing engineers are A personnel and C personnel.","49ee4244c2b1c49756ef4f58f15fb9fcf14f77362e965570adeb131dbb833271","has_concept","Concept"
"The processing engineers are A personnel and C personnel.","037599484898d9e07f046ccf2f78dee867e43d45ee0c54c5936eb828f418cca9","has_concept","Concept"
"The processing engineers are A personnel and C personnel.","caa0d10d85b7301c547e166a6ed115b9f5dac877ddd91b922569d122ff321c17","has_concept","Concept"
"The processing engineers are A personnel and C personnel.","7daabab15225a96ce06e341ead7a100be472c742e53041e9b486ced485d9795e","has_concept","Concept"
"The processing engineers are A personnel and C personnel.","526b712e2032c35d0e308ea8c3c641dd048a6d2f8bb37167c2cf5f9fe7faa70a","has_concept","Concept"
"The processing time is from 2026/01/07 13:30 to 2026/01/07 17:30.","982cc6866de55546deff0dc64ab76285d4b8412fefba09aba364877c3e161856","has_concept","Concept"
"The processing time is from 2026/01/07 13:30 to 2026/01/07 17:30.","e11725146ae86421d6501fa8da8fb2083a6e4a1818d6083238fe20c86607dda8","has_concept","Concept"
"The processing time is from 2026/01/07 13:30 to 2026/01/07 17:30.","e8289c0ca8f40177dd860b6bc7635be1483d86f261dad35b4e1eaaf696fb0655","has_concept","Concept"
"A personnel and C personnel are the processing engineers.","dd37b133e2d1538067bfc0c01ea01de82f36ad7d4736adc4523e73a7fd8dc933","has_concept","Concept"
"A personnel and C personnel are the processing engineers.","0d1b30219cb5a44baa464a6f0fcb83bacfdd8b4498eda2c254799e6d2a20b3cb","has_concept","Concept"
"A personnel and C personnel are the processing engineers.","7ce08964d88f37cea7f5604099566ffcb7365a9aed5f3ffddc29e24f789056bf","has_concept","Concept"
"The Splunk weekly onsite action is described as 'Maintainer account permission confirmation'.","c57a3cd8df1d298014caaa71d790f1f3dcc0b1b1a4fbad5d937ef63dfad8f1cc","has_concept","Concept"
"The Splunk weekly onsite action is described as 'Maintainer account permission confirmation'.","2f8ce28221cb270b091c9eff611d5f94ac60c5ba0c9f28cf9d8c4bac4d99e8a4","has_concept","Concept"
"The Splunk weekly onsite action is described as 'Maintainer account permission confirmation'.","0fd90a2b1c8843af19b9cad93e0bf5f6e10e760dcc1bc1762454a0560af66888","has_concept","Concept"
"A personnel confirms that the role capability meets daily work requirements.","76a345f8470c2f015fa1a30a5976a1871c0e5732c652a3183589eec6b905e063","has_concept","Concept"
"A personnel confirms that the role capability meets daily work requirements.","2d330678745269d5416e96bb62dc3554e0398b63fbb91c140eb34c950409918e","has_concept","Concept"
"A personnel confirms that the role capability meets daily work requirements.","15b3165703cd04718701531bfd91d398360f2f3d6692dc802852bf5f17d15cb1","has_concept","Concept"
"A personnel confirms that the role capability meets daily work requirements.","bd932c198c3b2f06dc57edbf782a0cae702bc3435bbd44e2373dcdbc0f5f8e3d","has_concept","Concept"
"A personnel confirms that the role capability meets daily work requirements.","f2fc9b44617c427cbdebc5bcd917a3b5c4b92e5fa29c489220ca6d0739e29249","has_concept","Concept"
"The Splunk weekly onsite action is described as 'DEP02 service verification post-transfer'.","e208840e4f6f25e9e4e0d772bf6e8bec6105672f374eba9628356d4ada04acb8","has_concept","Concept"
"The Splunk weekly onsite action is described as 'DEP02 service verification post-transfer'.","06460f383ef0d9a89e21442ad65a40ff9795cc2ef316ebe4958b4516e5ff684c","has_concept","Concept"
"The Splunk weekly onsite action is described as 'DEP02 service verification post-transfer'.","2d330678745269d5416e96bb62dc3554e0398b63fbb91c140eb34c950409918e","has_concept","Concept"
"It is confirmed that the service is correct and the system functions normally after re-running the health check.","e208840e4f6f25e9e4e0d772bf6e8bec6105672f374eba9628356d4ada04acb8","has_concept","Concept"
"It is confirmed that the service is correct and the system functions normally after re-running the health check.","53a272bdab8e65ecc1e949ccaf975f2716d03c99b5d34df95b66bd6197a33449","has_concept","Concept"
"It is confirmed that the service is correct and the system functions normally after re-running the health check.","5ef0732024cf7bda38adf0d044d2514b663474692c070e65b5853c66d057706b","has_concept","Concept"
"It is confirmed that the service is correct and the system functions normally after re-running the health check.","ab36d930827dc9efc5f62a535f5529d919bc22c07752ab8a3d463440e5d96049","has_concept","Concept"
"It is confirmed that the service is correct and the system functions normally after re-running the health check.","568758596605e31b84cb40d1b35c52d71d812c694b86ea1671042b1416923ead","has_concept","Concept"
"The Splunk weekly onsite action is described as 'PA report sending anomaly inspection'.","912d893f3ae1547a25d06b2c256ee2f9532ea25538f36bb5bda620be8c021dc9","has_concept","Concept"
"The Splunk weekly onsite action is described as 'PA report sending anomaly inspection'.","3f9fa84decab22650bf240db5c98969e7e5a2150decff0002424d4aa1d63b509","has_concept","Concept"
"The Splunk weekly onsite action is described as 'PA report sending anomaly inspection'.","4f66e9989a536412978c1ac7f402b22bc87c717969aa896f23713be93024762a","has_concept","Concept"
"The Splunk weekly onsite action is described as 'PA report sending anomaly inspection'.","8b1f6b10a22f6c182919c9c996de6574ded16c8d110ef38a05826ee498c0ce70","has_concept","Concept"
"The Splunk weekly onsite action is described as 'PA report sending anomaly inspection'.","8d4e30d52ebff7a75596d23ccdf602335849d81f5075985a826cc3b03810779b","has_concept","Concept"
"It is confirmed that Splunk has sent a report and recorded it in the cim_modactions index.","dab45fb5f12b365e6762309474caf1daac629087238ef2d6c2247d8b1221c0f8","has_concept","Concept"
"It is confirmed that Splunk has sent a report and recorded it in the cim_modactions index.","37de2bcc725de0bc92e818093f2ff131af3b88ca8c2e19c4fe01580f9d7deb3e","has_concept","Concept"
"It is confirmed that Splunk has sent a report and recorded it in the cim_modactions index.","2a854d22679b28414c71a0a21a12d977c17aee8caed2eeadac9adaca2cdb0de3","has_concept","Concept"
"It is confirmed that Splunk has sent a report and recorded it in the cim_modactions index.","b1f17b556493e038b4989e62160733d0fccfb962abd11fc13d57eb8b551171c0","has_concept","Concept"
"A personnel asks IT department to confirm if exchange received the Splunk report.","76a345f8470c2f015fa1a30a5976a1871c0e5732c652a3183589eec6b905e063","has_concept","Concept"
"A personnel asks IT department to confirm if exchange received the Splunk report.","e208840e4f6f25e9e4e0d772bf6e8bec6105672f374eba9628356d4ada04acb8","has_concept","Concept"
"A personnel asks IT department to confirm if exchange received the Splunk report.","23831843a48c63be9f9473d47da0cbcb01715985961899a5715d7095c78f451f","has_concept","Concept"
"A personnel asks IT department to confirm if exchange received the Splunk report.","83f3b05659b1f63a829ec68723e78bd9c61183d6391bae93fda47041806f0c87","has_concept","Concept"
"A personnel asks IT department to confirm if exchange received the Splunk report.","626fb4178fba44effc5207cb54ae879e923de32046b8bbc7e39ab47f751a325f","has_concept","Concept"
"The PA report sending anomaly inspection was completed.","3f9fa84decab22650bf240db5c98969e7e5a2150decff0002424d4aa1d63b509","has_concept","Concept"
"The PA report sending anomaly inspection was completed.","ec0eceb8b96f7c932d8fe31e6f46530502912100d4f2ce746bf3db1ad1014214","has_concept","Concept"
"The PA report sending anomaly inspection was completed.","22df1ce6491b5879627469e4976b0740b085976b49a50b4069803f18ca43589e","has_concept","Concept"
"The PA report sending anomaly inspection was completed.","ecd4a5995bbbe3fe57891602886d206bcb08887367ca340f9f2843fdf5ef127a","has_concept","Concept"
"The PA report sending anomaly inspection was completed.","912d893f3ae1547a25d06b2c256ee2f9532ea25538f36bb5bda620be8c021dc9","has_concept","Concept"
"FISAC data storage is in progress.","650fda14a1dea2367dc5c7498925be54e014835bf1c51fb6e90109d4c447ae98","has_concept","Concept"
"FISAC data storage is in progress.","e2e901764217a94760f541b447dc22599fc49ad0ab5f4606bc1772c9b193f002","has_concept","Concept"
"B personnel applies for an IP usage API to FISAC.","df13d145e488af4e9d9ef97992bc2097e45e7a7abdd8007c2c95461741a5b509","has_concept","Concept"
"B personnel applies for an IP usage API to FISAC.","2065739d7ec99505810f309682781e04ec610840fd7ef77824d257f79e40ff38","has_concept","Concept"
"B personnel applies for an IP usage API to FISAC.","1805a182645cd64ea9a23a57785cbcebd8ea19044cb4bafd83dbdf1f75f58052","has_concept","Concept"
"B personnel applies for an IP usage API to FISAC.","dcc0060a95a562b7d2ea814d4c8e0c608595a3587190e7912e794c29c87cfda3","has_concept","Concept"
"SH KVstore engine abnormal test is in progress.","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"SH KVstore engine abnormal test is in progress.","ac324ee0ba535e9589a9ed9d89842bfa2e46dcf19cb139e81d6b3355d0a14699","has_concept","Concept"
"SH KVstore engine abnormal test is in progress.","94571731bb93af7cd711ee2246c1bd3803b883d6d842f28c42712a1a6fa05883","has_concept","Concept"
"SH KVstore engine abnormal test is in progress.","2f55bcdc90d655ca679752faabcf9a063b807bbad3bdbd922194ea8d089cdf28","has_concept","Concept"
"It is tested in a personal testing environment regarding the SH KVstore status..","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"It is tested in a personal testing environment regarding the SH KVstore status..","f2fc9b44617c427cbdebc5bcd917a3b5c4b92e5fa29c489220ca6d0739e29249","has_concept","Concept"
"It is tested in a personal testing environment regarding the SH KVstore status..","ce85770b5dc21d73996912db99a01607582902c1985d2ef8f7d514b998a4769b","has_concept","Concept"
"It is tested in a personal testing environment regarding the SH KVstore status..","2d330678745269d5416e96bb62dc3554e0398b63fbb91c140eb34c950409918e","has_concept","Concept"
